Problem,Solution Length,Worse Rate,Parametr changed,n,min_temperature,max_temperature,probability_of_shuffle,probability_of_heuristic,a,b,duration_of_execution_in_seconds,k,max_length_percent_of_cycle,swap_states_probability,closeness,cooling_rate
p43,5649,-0.5133651973800681,probability_of_shuffle,10,0.1,100,0.1,0.5,1,2,2,10,0.2,0.1,1.5,0.9
ry48p,16376,-11.932095749877874,probability_of_shuffle,10,0.1,100,0.1,0.5,1,2,2,10,0.2,0.1,1.5,0.9
ftv44,2003,-19.470793809286064,probability_of_shuffle,10,0.1,100,0.1,0.5,1,2,2,10,0.2,0.1,1.5,0.9
ftv64,2509,-26.703866082104426,probability_of_shuffle,10,0.1,100,0.1,0.5,1,2,2,10,0.2,0.1,1.5,0.9
ftv33,1565,-17.82747603833866,probability_of_shuffle,10,0.1,100,0.1,0.5,1,2,2,10,0.2,0.1,1.5,0.9
kro124p,46809,-22.60035463265612,probability_of_shuffle,10,0.1,100,0.1,0.5,1,2,2,10,0.2,0.1,1.5,0.9
ftv38,1633,-6.307409675443964,probability_of_shuffle,10,0.1,100,0.1,0.5,1,2,2,10,0.2,0.1,1.5,0.9
ftv55,1959,-17.91730474732006,probability_of_shuffle,10,0.1,100,0.1,0.5,1,2,2,10,0.2,0.1,1.5,0.9
ft53,8787,-21.418003869352447,probability_of_shuffle,10,0.1,100,0.1,0.5,1,2,2,10,0.2,0.1,1.5,0.9
ftv35,1788,-17.61744966442953,probability_of_shuffle,10,0.1,100,0.1,0.5,1,2,2,10,0.2,0.1,1.5,0.9
br17,39,0.0,probability_of_shuffle,10,0.1,100,0.1,0.5,1,2,2,10,0.2,0.1,1.5,0.9
rbg323,1716,-22.727272727272734,probability_of_shuffle,10,0.1,100,0.1,0.5,1,2,2,10,0.2,0.1,1.5,0.9
rbg358,1774,-34.44193912063133,probability_of_shuffle,10,0.1,100,0.1,0.5,1,2,2,10,0.2,0.1,1.5,0.9
rbg443,3725,-26.979865771812086,probability_of_shuffle,10,0.1,100,0.1,0.5,1,2,2,10,0.2,0.1,1.5,0.9
rbg403,3427,-28.071199299679023,probability_of_shuffle,10,0.1,100,0.1,0.5,1,2,2,10,0.2,0.1,1.5,0.9
ft70,42806,-9.655188524973141,probability_of_shuffle,10,0.1,100,0.1,0.5,1,2,2,10,0.2,0.1,1.5,0.9
ftv170,3846,-28.367134685387413,probability_of_shuffle,10,0.1,100,0.1,0.5,1,2,2,10,0.2,0.1,1.5,0.9
ftv47,2139,-16.970546984572238,probability_of_shuffle,10,0.1,100,0.1,0.5,1,2,2,10,0.2,0.1,1.5,0.9
ftv70,2368,-17.65202702702703,probability_of_shuffle,10,0.1,100,0.1,0.5,1,2,2,10,0.2,0.1,1.5,0.9
p43,5666,-0.8118602188492758,probability_of_shuffle,10,0.1,100,0.2,0.5,1,2,2,10,0.2,0.1,1.5,0.9
ry48p,16562,-12.921144789276667,probability_of_shuffle,10,0.1,100,0.2,0.5,1,2,2,10,0.2,0.1,1.5,0.9
ftv44,1958,-17.6200204290092,probability_of_shuffle,10,0.1,100,0.2,0.5,1,2,2,10,0.2,0.1,1.5,0.9
ftv64,2468,-25.48622366288494,probability_of_shuffle,10,0.1,100,0.2,0.5,1,2,2,10,0.2,0.1,1.5,0.9
ftv33,1513,-15.003304692663576,probability_of_shuffle,10,0.1,100,0.2,0.5,1,2,2,10,0.2,0.1,1.5,0.9
kro124p,45950,-21.153427638737753,probability_of_shuffle,10,0.1,100,0.2,0.5,1,2,2,10,0.2,0.1,1.5,0.9
ftv38,1664,-8.052884615384613,probability_of_shuffle,10,0.1,100,0.2,0.5,1,2,2,10,0.2,0.1,1.5,0.9
ftv55,1981,-18.828874305906112,probability_of_shuffle,10,0.1,100,0.2,0.5,1,2,2,10,0.2,0.1,1.5,0.9
ft53,9070,-23.869900771775093,probability_of_shuffle,10,0.1,100,0.2,0.5,1,2,2,10,0.2,0.1,1.5,0.9
ftv35,1788,-17.61744966442953,probability_of_shuffle,10,0.1,100,0.2,0.5,1,2,2,10,0.2,0.1,1.5,0.9
br17,39,0.0,probability_of_shuffle,10,0.1,100,0.2,0.5,1,2,2,10,0.2,0.1,1.5,0.9
rbg323,1734,-23.529411764705884,probability_of_shuffle,10,0.1,100,0.2,0.5,1,2,2,10,0.2,0.1,1.5,0.9
rbg358,1808,-35.674778761061944,probability_of_shuffle,10,0.1,100,0.2,0.5,1,2,2,10,0.2,0.1,1.5,0.9
rbg443,3922,-30.647628760836312,probability_of_shuffle,10,0.1,100,0.2,0.5,1,2,2,10,0.2,0.1,1.5,0.9
rbg403,3509,-29.752066115702476,probability_of_shuffle,10,0.1,100,0.2,0.5,1,2,2,10,0.2,0.1,1.5,0.9
ft70,42325,-8.628470171293557,probability_of_shuffle,10,0.1,100,0.2,0.5,1,2,2,10,0.2,0.1,1.5,0.9
ftv170,3882,-29.031427099433287,probability_of_shuffle,10,0.1,100,0.2,0.5,1,2,2,10,0.2,0.1,1.5,0.9
ftv47,2234,-20.501342882721573,probability_of_shuffle,10,0.1,100,0.2,0.5,1,2,2,10,0.2,0.1,1.5,0.9
ftv70,2381,-18.101637967240663,probability_of_shuffle,10,0.1,100,0.2,0.5,1,2,2,10,0.2,0.1,1.5,0.9
p43,5654,-0.6013441811107185,probability_of_shuffle,10,0.1,100,0.3,0.5,1,2,2,10,0.2,0.1,1.5,0.9
ry48p,16466,-12.413458034738241,probability_of_shuffle,10,0.1,100,0.3,0.5,1,2,2,10,0.2,0.1,1.5,0.9
ftv44,1972,-18.20486815415822,probability_of_shuffle,10,0.1,100,0.3,0.5,1,2,2,10,0.2,0.1,1.5,0.9
ftv64,2550,-27.882352941176464,probability_of_shuffle,10,0.1,100,0.3,0.5,1,2,2,10,0.2,0.1,1.5,0.9
ftv33,1527,-15.782580222658808,probability_of_shuffle,10,0.1,100,0.3,0.5,1,2,2,10,0.2,0.1,1.5,0.9
kro124p,46685,-22.394773481846414,probability_of_shuffle,10,0.1,100,0.3,0.5,1,2,2,10,0.2,0.1,1.5,0.9
ftv38,1679,-8.874329958308508,probability_of_shuffle,10,0.1,100,0.3,0.5,1,2,2,10,0.2,0.1,1.5,0.9
ftv55,1910,-15.811518324607334,probability_of_shuffle,10,0.1,100,0.3,0.5,1,2,2,10,0.2,0.1,1.5,0.9
ft53,8800,-21.534090909090907,probability_of_shuffle,10,0.1,100,0.3,0.5,1,2,2,10,0.2,0.1,1.5,0.9
ftv35,1755,-16.068376068376068,probability_of_shuffle,10,0.1,100,0.3,0.5,1,2,2,10,0.2,0.1,1.5,0.9
br17,39,0.0,probability_of_shuffle,10,0.1,100,0.3,0.5,1,2,2,10,0.2,0.1,1.5,0.9
rbg323,1713,-22.591943957968468,probability_of_shuffle,10,0.1,100,0.3,0.5,1,2,2,10,0.2,0.1,1.5,0.9
rbg358,1812,-35.8167770419426,probability_of_shuffle,10,0.1,100,0.3,0.5,1,2,2,10,0.2,0.1,1.5,0.9
rbg443,3722,-26.921010209564756,probability_of_shuffle,10,0.1,100,0.3,0.5,1,2,2,10,0.2,0.1,1.5,0.9
rbg403,3535,-30.26874115983027,probability_of_shuffle,10,0.1,100,0.3,0.5,1,2,2,10,0.2,0.1,1.5,0.9
ft70,42403,-8.796547414098058,probability_of_shuffle,10,0.1,100,0.3,0.5,1,2,2,10,0.2,0.1,1.5,0.9
ftv170,3887,-29.12271674813482,probability_of_shuffle,10,0.1,100,0.3,0.5,1,2,2,10,0.2,0.1,1.5,0.9
ftv47,2235,-20.536912751677846,probability_of_shuffle,10,0.1,100,0.3,0.5,1,2,2,10,0.2,0.1,1.5,0.9
ftv70,2433,-19.852034525277446,probability_of_shuffle,10,0.1,100,0.3,0.5,1,2,2,10,0.2,0.1,1.5,0.9
p43,5666,-0.8118602188492758,probability_of_shuffle,10,0.1,100,0.4,0.5,1,2,2,10,0.2,0.1,1.5,0.9
ry48p,16292,-11.478026025042965,probability_of_shuffle,10,0.1,100,0.4,0.5,1,2,2,10,0.2,0.1,1.5,0.9
ftv44,2003,-19.470793809286064,probability_of_shuffle,10,0.1,100,0.4,0.5,1,2,2,10,0.2,0.1,1.5,0.9
ftv64,2587,-28.91379976807113,probability_of_shuffle,10,0.1,100,0.4,0.5,1,2,2,10,0.2,0.1,1.5,0.9
ftv33,1572,-18.19338422391857,probability_of_shuffle,10,0.1,100,0.4,0.5,1,2,2,10,0.2,0.1,1.5,0.9
kro124p,46190,-21.56310889802988,probability_of_shuffle,10,0.1,100,0.4,0.5,1,2,2,10,0.2,0.1,1.5,0.9
ftv38,1744,-12.27064220183486,probability_of_shuffle,10,0.1,100,0.4,0.5,1,2,2,10,0.2,0.1,1.5,0.9
ftv55,1981,-18.828874305906112,probability_of_shuffle,10,0.1,100,0.4,0.5,1,2,2,10,0.2,0.1,1.5,0.9
ft53,8640,-20.08101851851852,probability_of_shuffle,10,0.1,100,0.4,0.5,1,2,2,10,0.2,0.1,1.5,0.9
ftv35,1755,-16.068376068376068,probability_of_shuffle,10,0.1,100,0.4,0.5,1,2,2,10,0.2,0.1,1.5,0.9
br17,39,0.0,probability_of_shuffle,10,0.1,100,0.4,0.5,1,2,2,10,0.2,0.1,1.5,0.9
rbg323,1732,-23.441108545034638,probability_of_shuffle,10,0.1,100,0.4,0.5,1,2,2,10,0.2,0.1,1.5,0.9
rbg358,1789,-34.99161542761318,probability_of_shuffle,10,0.1,100,0.4,0.5,1,2,2,10,0.2,0.1,1.5,0.9
rbg443,3761,-27.67880882743951,probability_of_shuffle,10,0.1,100,0.4,0.5,1,2,2,10,0.2,0.1,1.5,0.9
rbg403,3535,-30.26874115983027,probability_of_shuffle,10,0.1,100,0.4,0.5,1,2,2,10,0.2,0.1,1.5,0.9
ft70,42046,-8.022166198924978,probability_of_shuffle,10,0.1,100,0.4,0.5,1,2,2,10,0.2,0.1,1.5,0.9
ftv170,3807,-27.633307065931177,probability_of_shuffle,10,0.1,100,0.4,0.5,1,2,2,10,0.2,0.1,1.5,0.9
ftv47,2283,-22.207621550591327,probability_of_shuffle,10,0.1,100,0.4,0.5,1,2,2,10,0.2,0.1,1.5,0.9
ftv70,2419,-19.388176932616787,probability_of_shuffle,10,0.1,100,0.4,0.5,1,2,2,10,0.2,0.1,1.5,0.9
p43,5686,-1.1607456911713,probability_of_shuffle,10,0.1,100,0.5,0.5,1,2,2,10,0.2,0.1,1.5,0.9
ry48p,16413,-12.130628160604402,probability_of_shuffle,10,0.1,100,0.5,0.5,1,2,2,10,0.2,0.1,1.5,0.9
ftv44,2003,-19.470793809286064,probability_of_shuffle,10,0.1,100,0.5,0.5,1,2,2,10,0.2,0.1,1.5,0.9
ftv64,2516,-26.90779014308427,probability_of_shuffle,10,0.1,100,0.5,0.5,1,2,2,10,0.2,0.1,1.5,0.9
ftv33,1555,-17.299035369774913,probability_of_shuffle,10,0.1,100,0.5,0.5,1,2,2,10,0.2,0.1,1.5,0.9
kro124p,46358,-21.847361836144785,probability_of_shuffle,10,0.1,100,0.5,0.5,1,2,2,10,0.2,0.1,1.5,0.9
ftv38,1679,-8.874329958308508,probability_of_shuffle,10,0.1,100,0.5,0.5,1,2,2,10,0.2,0.1,1.5,0.9
ftv55,1988,-19.11468812877264,probability_of_shuffle,10,0.1,100,0.5,0.5,1,2,2,10,0.2,0.1,1.5,0.9
ft53,9091,-24.045759542404582,probability_of_shuffle,10,0.1,100,0.5,0.5,1,2,2,10,0.2,0.1,1.5,0.9
ftv35,1788,-17.61744966442953,probability_of_shuffle,10,0.1,100,0.5,0.5,1,2,2,10,0.2,0.1,1.5,0.9
br17,39,0.0,probability_of_shuffle,10,0.1,100,0.5,0.5,1,2,2,10,0.2,0.1,1.5,0.9
rbg323,1727,-23.219455703532134,probability_of_shuffle,10,0.1,100,0.5,0.5,1,2,2,10,0.2,0.1,1.5,0.9
rbg358,1812,-35.8167770419426,probability_of_shuffle,10,0.1,100,0.5,0.5,1,2,2,10,0.2,0.1,1.5,0.9
rbg443,3904,-30.32786885245902,probability_of_shuffle,10,0.1,100,0.5,0.5,1,2,2,10,0.2,0.1,1.5,0.9
rbg403,3497,-29.51100943665999,probability_of_shuffle,10,0.1,100,0.5,0.5,1,2,2,10,0.2,0.1,1.5,0.9
ft70,42565,-9.143662633619172,probability_of_shuffle,10,0.1,100,0.5,0.5,1,2,2,10,0.2,0.1,1.5,0.9
ftv170,3887,-29.12271674813482,probability_of_shuffle,10,0.1,100,0.5,0.5,1,2,2,10,0.2,0.1,1.5,0.9
ftv47,2260,-21.415929203539818,probability_of_shuffle,10,0.1,100,0.5,0.5,1,2,2,10,0.2,0.1,1.5,0.9
ftv70,2490,-21.686746987951807,probability_of_shuffle,10,0.1,100,0.5,0.5,1,2,2,10,0.2,0.1,1.5,0.9
p43,5655,-0.6189213085764749,probability_of_shuffle,10,0.1,100,0.6,0.5,1,2,2,10,0.2,0.1,1.5,0.9
ry48p,16580,-13.01568154402895,probability_of_shuffle,10,0.1,100,0.6,0.5,1,2,2,10,0.2,0.1,1.5,0.9
ftv44,2003,-19.470793809286064,probability_of_shuffle,10,0.1,100,0.6,0.5,1,2,2,10,0.2,0.1,1.5,0.9
ftv64,2550,-27.882352941176464,probability_of_shuffle,10,0.1,100,0.6,0.5,1,2,2,10,0.2,0.1,1.5,0.9
ftv33,1536,-16.276041666666657,probability_of_shuffle,10,0.1,100,0.6,0.5,1,2,2,10,0.2,0.1,1.5,0.9
kro124p,46591,-22.23820051082828,probability_of_shuffle,10,0.1,100,0.6,0.5,1,2,2,10,0.2,0.1,1.5,0.9
ftv38,1664,-8.052884615384613,probability_of_shuffle,10,0.1,100,0.6,0.5,1,2,2,10,0.2,0.1,1.5,0.9
ftv55,2011,-20.039781203381395,probability_of_shuffle,10,0.1,100,0.6,0.5,1,2,2,10,0.2,0.1,1.5,0.9
ft53,8928,-22.659050179211476,probability_of_shuffle,10,0.1,100,0.6,0.5,1,2,2,10,0.2,0.1,1.5,0.9
ftv35,1730,-14.855491329479761,probability_of_shuffle,10,0.1,100,0.6,0.5,1,2,2,10,0.2,0.1,1.5,0.9
br17,39,0.0,probability_of_shuffle,10,0.1,100,0.6,0.5,1,2,2,10,0.2,0.1,1.5,0.9
rbg323,1709,-22.41076653013458,probability_of_shuffle,10,0.1,100,0.6,0.5,1,2,2,10,0.2,0.1,1.5,0.9
rbg358,1783,-34.77285473920358,probability_of_shuffle,10,0.1,100,0.6,0.5,1,2,2,10,0.2,0.1,1.5,0.9
rbg443,3865,-29.6248382923674,probability_of_shuffle,10,0.1,100,0.6,0.5,1,2,2,10,0.2,0.1,1.5,0.9
rbg403,3444,-28.426248548199766,probability_of_shuffle,10,0.1,100,0.6,0.5,1,2,2,10,0.2,0.1,1.5,0.9
ft70,42202,-8.362162930666798,probability_of_shuffle,10,0.1,100,0.6,0.5,1,2,2,10,0.2,0.1,1.5,0.9
ftv170,3882,-29.031427099433287,probability_of_shuffle,10,0.1,100,0.6,0.5,1,2,2,10,0.2,0.1,1.5,0.9
ftv47,2321,-23.481258078414484,probability_of_shuffle,10,0.1,100,0.6,0.5,1,2,2,10,0.2,0.1,1.5,0.9
ftv70,2377,-17.96381994110223,probability_of_shuffle,10,0.1,100,0.6,0.5,1,2,2,10,0.2,0.1,1.5,0.9
p43,5691,-1.247583904410476,probability_of_heuristic,10,0.1,100,0.5,0.1,1,2,2,10,0.2,0.1,1.5,0.9
ry48p,16618,-13.214586592851134,probability_of_heuristic,10,0.1,100,0.5,0.1,1,2,2,10,0.2,0.1,1.5,0.9
ftv44,1952,-17.366803278688522,probability_of_heuristic,10,0.1,100,0.5,0.1,1,2,2,10,0.2,0.1,1.5,0.9
ftv64,3421,-46.24378836597486,probability_of_heuristic,10,0.1,100,0.5,0.1,1,2,2,10,0.2,0.1,1.5,0.9
ftv33,1568,-17.984693877551024,probability_of_heuristic,10,0.1,100,0.5,0.1,1,2,2,10,0.2,0.1,1.5,0.9
kro124p,46828,-22.631758776800197,probability_of_heuristic,10,0.1,100,0.5,0.1,1,2,2,10,0.2,0.1,1.5,0.9
ftv38,1683,-9.090909090909093,probability_of_heuristic,10,0.1,100,0.5,0.1,1,2,2,10,0.2,0.1,1.5,0.9
ftv55,1913,-15.943544171458441,probability_of_heuristic,10,0.1,100,0.5,0.1,1,2,2,10,0.2,0.1,1.5,0.9
ft53,10527,-34.406763560368574,probability_of_heuristic,10,0.1,100,0.5,0.1,1,2,2,10,0.2,0.1,1.5,0.9
ftv35,1788,-17.61744966442953,probability_of_heuristic,10,0.1,100,0.5,0.1,1,2,2,10,0.2,0.1,1.5,0.9
br17,41,-4.878048780487802,probability_of_heuristic,10,0.1,100,0.5,0.1,1,2,2,10,0.2,0.1,1.5,0.9
rbg323,1734,-23.529411764705884,probability_of_heuristic,10,0.1,100,0.5,0.1,1,2,2,10,0.2,0.1,1.5,0.9
rbg358,4022,-71.08403779214322,probability_of_heuristic,10,0.1,100,0.5,0.1,1,2,2,10,0.2,0.1,1.5,0.9
rbg443,3922,-30.647628760836312,probability_of_heuristic,10,0.1,100,0.5,0.1,1,2,2,10,0.2,0.1,1.5,0.9
rbg403,3394,-27.3718326458456,probability_of_heuristic,10,0.1,100,0.5,0.1,1,2,2,10,0.2,0.1,1.5,0.9
ft70,42402,-8.794396490731572,probability_of_heuristic,10,0.1,100,0.5,0.1,1,2,2,10,0.2,0.1,1.5,0.9
ftv170,11999,-77.03975331277607,probability_of_heuristic,10,0.1,100,0.5,0.1,1,2,2,10,0.2,0.1,1.5,0.9
ftv47,2274,-21.899736147757253,probability_of_heuristic,10,0.1,100,0.5,0.1,1,2,2,10,0.2,0.1,1.5,0.9
ftv70,2467,-20.95662748277259,probability_of_heuristic,10,0.1,100,0.5,0.1,1,2,2,10,0.2,0.1,1.5,0.9
p43,5684,-1.1259676284306863,probability_of_heuristic,10,0.1,100,0.5,0.2,1,2,2,10,0.2,0.1,1.5,0.9
ry48p,20220,-28.674579624134523,probability_of_heuristic,10,0.1,100,0.5,0.2,1,2,2,10,0.2,0.1,1.5,0.9
ftv44,2411,-33.098299460804654,probability_of_heuristic,10,0.1,100,0.5,0.2,1,2,2,10,0.2,0.1,1.5,0.9
ftv64,2523,-27.11058263971462,probability_of_heuristic,10,0.1,100,0.5,0.2,1,2,2,10,0.2,0.1,1.5,0.9
ftv33,1571,-18.14131126670911,probability_of_heuristic,10,0.1,100,0.5,0.2,1,2,2,10,0.2,0.1,1.5,0.9
kro124p,85832,-57.78963556715444,probability_of_heuristic,10,0.1,100,0.5,0.2,1,2,2,10,0.2,0.1,1.5,0.9
ftv38,1670,-8.383233532934128,probability_of_heuristic,10,0.1,100,0.5,0.2,1,2,2,10,0.2,0.1,1.5,0.9
ftv55,1967,-18.251143873919673,probability_of_heuristic,10,0.1,100,0.5,0.2,1,2,2,10,0.2,0.1,1.5,0.9
ft53,9090,-24.037403740374046,probability_of_heuristic,10,0.1,100,0.5,0.2,1,2,2,10,0.2,0.1,1.5,0.9
ftv35,1788,-17.61744966442953,probability_of_heuristic,10,0.1,100,0.5,0.2,1,2,2,10,0.2,0.1,1.5,0.9
br17,39,0.0,probability_of_heuristic,10,0.1,100,0.5,0.2,1,2,2,10,0.2,0.1,1.5,0.9
rbg323,1734,-23.529411764705884,probability_of_heuristic,10,0.1,100,0.5,0.2,1,2,2,10,0.2,0.1,1.5,0.9
rbg358,1797,-35.28102392877017,probability_of_heuristic,10,0.1,100,0.5,0.2,1,2,2,10,0.2,0.1,1.5,0.9
rbg443,5567,-51.140650260463445,probability_of_heuristic,10,0.1,100,0.5,0.2,1,2,2,10,0.2,0.1,1.5,0.9
rbg403,3535,-30.26874115983027,probability_of_heuristic,10,0.1,100,0.5,0.2,1,2,2,10,0.2,0.1,1.5,0.9
ft70,42689,-9.407575722082967,probability_of_heuristic,10,0.1,100,0.5,0.2,1,2,2,10,0.2,0.1,1.5,0.9
ftv170,3857,-28.57142857142857,probability_of_heuristic,10,0.1,100,0.5,0.2,1,2,2,10,0.2,0.1,1.5,0.9
ftv47,2278,-22.03687445127305,probability_of_heuristic,10,0.1,100,0.5,0.2,1,2,2,10,0.2,0.1,1.5,0.9
ftv70,2487,-21.592279855247284,probability_of_heuristic,10,0.1,100,0.5,0.2,1,2,2,10,0.2,0.1,1.5,0.9
p43,5684,-1.1259676284306863,probability_of_heuristic,10,0.1,100,0.5,0.3,1,2,2,10,0.2,0.1,1.5,0.9
ry48p,16604,-13.141411708022162,probability_of_heuristic,10,0.1,100,0.5,0.3,1,2,2,10,0.2,0.1,1.5,0.9
ftv44,1963,-17.82985226693836,probability_of_heuristic,10,0.1,100,0.5,0.3,1,2,2,10,0.2,0.1,1.5,0.9
ftv64,2550,-27.882352941176464,probability_of_heuristic,10,0.1,100,0.5,0.3,1,2,2,10,0.2,0.1,1.5,0.9
ftv33,1540,-16.493506493506487,probability_of_heuristic,10,0.1,100,0.5,0.3,1,2,2,10,0.2,0.1,1.5,0.9
kro124p,46857,-22.679642315982676,probability_of_heuristic,10,0.1,100,0.5,0.3,1,2,2,10,0.2,0.1,1.5,0.9
ftv38,1666,-8.16326530612244,probability_of_heuristic,10,0.1,100,0.5,0.3,1,2,2,10,0.2,0.1,1.5,0.9
ftv55,2011,-20.039781203381395,probability_of_heuristic,10,0.1,100,0.5,0.3,1,2,2,10,0.2,0.1,1.5,0.9
ft53,8912,-22.52019748653501,probability_of_heuristic,10,0.1,100,0.5,0.3,1,2,2,10,0.2,0.1,1.5,0.9
ftv35,1788,-17.61744966442953,probability_of_heuristic,10,0.1,100,0.5,0.3,1,2,2,10,0.2,0.1,1.5,0.9
br17,39,0.0,probability_of_heuristic,10,0.1,100,0.5,0.3,1,2,2,10,0.2,0.1,1.5,0.9
rbg323,1734,-23.529411764705884,probability_of_heuristic,10,0.1,100,0.5,0.3,1,2,2,10,0.2,0.1,1.5,0.9
rbg358,1812,-35.8167770419426,probability_of_heuristic,10,0.1,100,0.5,0.3,1,2,2,10,0.2,0.1,1.5,0.9
rbg443,3841,-29.18510804478001,probability_of_heuristic,10,0.1,100,0.5,0.3,1,2,2,10,0.2,0.1,1.5,0.9
rbg403,3470,-28.962536023054753,probability_of_heuristic,10,0.1,100,0.5,0.3,1,2,2,10,0.2,0.1,1.5,0.9
ft70,42533,-9.075306232807463,probability_of_heuristic,10,0.1,100,0.5,0.3,1,2,2,10,0.2,0.1,1.5,0.9
ftv170,3923,-29.77313280652561,probability_of_heuristic,10,0.1,100,0.5,0.3,1,2,2,10,0.2,0.1,1.5,0.9
ftv47,2302,-22.84969591659427,probability_of_heuristic,10,0.1,100,0.5,0.3,1,2,2,10,0.2,0.1,1.5,0.9
ftv70,2462,-20.796100731112915,probability_of_heuristic,10,0.1,100,0.5,0.3,1,2,2,10,0.2,0.1,1.5,0.9
p43,5675,-0.969162995594715,probability_of_heuristic,10,0.1,100,0.5,0.4,1,2,2,10,0.2,0.1,1.5,0.9
ry48p,16563,-12.926402221819728,probability_of_heuristic,10,0.1,100,0.5,0.4,1,2,2,10,0.2,0.1,1.5,0.9
ftv44,2003,-19.470793809286064,probability_of_heuristic,10,0.1,100,0.5,0.4,1,2,2,10,0.2,0.1,1.5,0.9
ftv64,2470,-25.54655870445343,probability_of_heuristic,10,0.1,100,0.5,0.4,1,2,2,10,0.2,0.1,1.5,0.9
ftv33,1546,-16.817593790426912,probability_of_heuristic,10,0.1,100,0.5,0.4,1,2,2,10,0.2,0.1,1.5,0.9
kro124p,45861,-21.00041429537079,probability_of_heuristic,10,0.1,100,0.5,0.4,1,2,2,10,0.2,0.1,1.5,0.9
ftv38,1683,-9.090909090909093,probability_of_heuristic,10,0.1,100,0.5,0.4,1,2,2,10,0.2,0.1,1.5,0.9
