Problem,Solution Length,Worse Rate,Parametr changed,n,min_temperature,max_temperature,probability_of_shuffle,probability_of_heuristic,a,b,duration_of_execution_in_seconds,k,max_length_percent_of_cycle,swap_states_probability,closeness,cooling_rate
ftv55,1958,-17.87538304392237,probability_of_heuristic,10,0.1,100,0.5,0.4,1,2,2,10,0.2,0.1,1.5,0.9
ft53,8724,-20.850527281063734,probability_of_heuristic,10,0.1,100,0.5,0.4,1,2,2,10,0.2,0.1,1.5,0.9
ftv35,1791,-17.755443886097154,probability_of_heuristic,10,0.1,100,0.5,0.4,1,2,2,10,0.2,0.1,1.5,0.9
br17,39,0.0,probability_of_heuristic,10,0.1,100,0.5,0.4,1,2,2,10,0.2,0.1,1.5,0.9
rbg323,1734,-23.529411764705884,probability_of_heuristic,10,0.1,100,0.5,0.4,1,2,2,10,0.2,0.1,1.5,0.9
rbg358,1798,-35.317018909899886,probability_of_heuristic,10,0.1,100,0.5,0.4,1,2,2,10,0.2,0.1,1.5,0.9
rbg443,3861,-29.55192955192956,probability_of_heuristic,10,0.1,100,0.5,0.4,1,2,2,10,0.2,0.1,1.5,0.9
rbg403,3495,-29.47067238912733,probability_of_heuristic,10,0.1,100,0.5,0.4,1,2,2,10,0.2,0.1,1.5,0.9
ft70,42441,-8.87820739379373,probability_of_heuristic,10,0.1,100,0.5,0.4,1,2,2,10,0.2,0.1,1.5,0.9
ftv170,3887,-29.12271674813482,probability_of_heuristic,10,0.1,100,0.5,0.4,1,2,2,10,0.2,0.1,1.5,0.9
ftv47,2207,-19.52877208880834,probability_of_heuristic,10,0.1,100,0.5,0.4,1,2,2,10,0.2,0.1,1.5,0.9
ftv70,2440,-20.08196721311475,probability_of_heuristic,10,0.1,100,0.5,0.4,1,2,2,10,0.2,0.1,1.5,0.9
p43,5668,-0.8468595624558901,probability_of_heuristic,10,0.1,100,0.5,0.5,1,2,2,10,0.2,0.1,1.5,0.9
ry48p,16562,-12.921144789276667,probability_of_heuristic,10,0.1,100,0.5,0.5,1,2,2,10,0.2,0.1,1.5,0.9
ftv44,2014,-19.91062562065541,probability_of_heuristic,10,0.1,100,0.5,0.5,1,2,2,10,0.2,0.1,1.5,0.9
ftv64,2426,-24.1962077493817,probability_of_heuristic,10,0.1,100,0.5,0.5,1,2,2,10,0.2,0.1,1.5,0.9
ftv33,1572,-18.19338422391857,probability_of_heuristic,10,0.1,100,0.5,0.5,1,2,2,10,0.2,0.1,1.5,0.9
kro124p,46734,-22.476141567167375,probability_of_heuristic,10,0.1,100,0.5,0.5,1,2,2,10,0.2,0.1,1.5,0.9
ftv38,1687,-9.306461173681086,probability_of_heuristic,10,0.1,100,0.5,0.5,1,2,2,10,0.2,0.1,1.5,0.9
ftv55,1988,-19.11468812877264,probability_of_heuristic,10,0.1,100,0.5,0.5,1,2,2,10,0.2,0.1,1.5,0.9
ft53,8900,-22.415730337078656,probability_of_heuristic,10,0.1,100,0.5,0.5,1,2,2,10,0.2,0.1,1.5,0.9
ftv35,1788,-17.61744966442953,probability_of_heuristic,10,0.1,100,0.5,0.5,1,2,2,10,0.2,0.1,1.5,0.9
br17,39,0.0,probability_of_heuristic,10,0.1,100,0.5,0.5,1,2,2,10,0.2,0.1,1.5,0.9
rbg323,1734,-23.529411764705884,probability_of_heuristic,10,0.1,100,0.5,0.5,1,2,2,10,0.2,0.1,1.5,0.9
rbg358,1803,-35.49639489739323,probability_of_heuristic,10,0.1,100,0.5,0.5,1,2,2,10,0.2,0.1,1.5,0.9
rbg443,3766,-27.774827403080195,probability_of_heuristic,10,0.1,100,0.5,0.5,1,2,2,10,0.2,0.1,1.5,0.9
rbg403,3466,-28.880553952683215,probability_of_heuristic,10,0.1,100,0.5,0.5,1,2,2,10,0.2,0.1,1.5,0.9
ft70,42535,-9.079581521100266,probability_of_heuristic,10,0.1,100,0.5,0.5,1,2,2,10,0.2,0.1,1.5,0.9
ftv170,3884,-29.067971163748723,probability_of_heuristic,10,0.1,100,0.5,0.5,1,2,2,10,0.2,0.1,1.5,0.9
ftv47,2209,-19.601629696695326,probability_of_heuristic,10,0.1,100,0.5,0.5,1,2,2,10,0.2,0.1,1.5,0.9
ftv70,2402,-18.817651956702747,probability_of_heuristic,10,0.1,100,0.5,0.5,1,2,2,10,0.2,0.1,1.5,0.9
p43,5680,-1.0563380281690087,probability_of_heuristic,10,0.1,100,0.5,0.6,1,2,2,10,0.2,0.1,1.5,0.9
ry48p,16548,-12.847474014986702,probability_of_heuristic,10,0.1,100,0.5,0.6,1,2,2,10,0.2,0.1,1.5,0.9
ftv44,2003,-19.470793809286064,probability_of_heuristic,10,0.1,100,0.5,0.6,1,2,2,10,0.2,0.1,1.5,0.9
ftv64,2530,-27.312252964426875,probability_of_heuristic,10,0.1,100,0.5,0.6,1,2,2,10,0.2,0.1,1.5,0.9
ftv33,1492,-13.806970509383376,probability_of_heuristic,10,0.1,100,0.5,0.6,1,2,2,10,0.2,0.1,1.5,0.9
kro124p,46020,-21.27335940895263,probability_of_heuristic,10,0.1,100,0.5,0.6,1,2,2,10,0.2,0.1,1.5,0.9
ftv38,1664,-8.052884615384613,probability_of_heuristic,10,0.1,100,0.5,0.6,1,2,2,10,0.2,0.1,1.5,0.9
ftv55,1950,-17.538461538461533,probability_of_heuristic,10,0.1,100,0.5,0.6,1,2,2,10,0.2,0.1,1.5,0.9
ft53,8804,-21.569741026806,probability_of_heuristic,10,0.1,100,0.5,0.6,1,2,2,10,0.2,0.1,1.5,0.9
ftv35,1755,-16.068376068376068,probability_of_heuristic,10,0.1,100,0.5,0.6,1,2,2,10,0.2,0.1,1.5,0.9
br17,39,0.0,probability_of_heuristic,10,0.1,100,0.5,0.6,1,2,2,10,0.2,0.1,1.5,0.9
rbg323,1728,-23.263888888888886,probability_of_heuristic,10,0.1,100,0.5,0.6,1,2,2,10,0.2,0.1,1.5,0.9
rbg358,1790,-35.027932960893864,probability_of_heuristic,10,0.1,100,0.5,0.6,1,2,2,10,0.2,0.1,1.5,0.9
rbg443,3848,-29.313929313929307,probability_of_heuristic,10,0.1,100,0.5,0.6,1,2,2,10,0.2,0.1,1.5,0.9
rbg403,3479,-29.1463064098879,probability_of_heuristic,10,0.1,100,0.5,0.6,1,2,2,10,0.2,0.1,1.5,0.9
ft70,42034,-7.995908074415951,probability_of_heuristic,10,0.1,100,0.5,0.6,1,2,2,10,0.2,0.1,1.5,0.9
ftv170,3887,-29.12271674813482,probability_of_heuristic,10,0.1,100,0.5,0.6,1,2,2,10,0.2,0.1,1.5,0.9
ftv47,2276,-21.96836555360281,probability_of_heuristic,10,0.1,100,0.5,0.6,1,2,2,10,0.2,0.1,1.5,0.9
ftv70,2311,-15.620943314582433,probability_of_heuristic,10,0.1,100,0.5,0.6,1,2,2,10,0.2,0.1,1.5,0.9
p43,5681,-1.0737546206653832,a,10,0.1,100,0.5,0.5,4,2,2,10,0.2,0.1,1.5,0.9
ry48p,16562,-12.921144789276667,a,10,0.1,100,0.5,0.5,4,2,2,10,0.2,0.1,1.5,0.9
ftv44,2014,-19.91062562065541,a,10,0.1,100,0.5,0.5,4,2,2,10,0.2,0.1,1.5,0.9
ftv64,2550,-27.882352941176464,a,10,0.1,100,0.5,0.5,4,2,2,10,0.2,0.1,1.5,0.9
ftv33,1586,-18.915510718789406,a,10,0.1,100,0.5,0.5,4,2,2,10,0.2,0.1,1.5,0.9
kro124p,46393,-21.906322074450884,a,10,0.1,100,0.5,0.5,4,2,2,10,0.2,0.1,1.5,0.9
ftv38,1670,-8.383233532934128,a,10,0.1,100,0.5,0.5,4,2,2,10,0.2,0.1,1.5,0.9
ftv55,1973,-18.499746578813998,a,10,0.1,100,0.5,0.5,4,2,2,10,0.2,0.1,1.5,0.9
ft53,8597,-19.681284168896127,a,10,0.1,100,0.5,0.5,4,2,2,10,0.2,0.1,1.5,0.9
ftv35,1788,-17.61744966442953,a,10,0.1,100,0.5,0.5,4,2,2,10,0.2,0.1,1.5,0.9
br17,39,0.0,a,10,0.1,100,0.5,0.5,4,2,2,10,0.2,0.1,1.5,0.9
rbg323,1734,-23.529411764705884,a,10,0.1,100,0.5,0.5,4,2,2,10,0.2,0.1,1.5,0.9
rbg358,1801,-35.4247640199889,a,10,0.1,100,0.5,0.5,4,2,2,10,0.2,0.1,1.5,0.9
rbg443,3874,-29.78833247289623,a,10,0.1,100,0.5,0.5,4,2,2,10,0.2,0.1,1.5,0.9
rbg403,3472,-29.00345622119815,a,10,0.1,100,0.5,0.5,4,2,2,10,0.2,0.1,1.5,0.9
ft70,41859,-7.611266394323806,a,10,0.1,100,0.5,0.5,4,2,2,10,0.2,0.1,1.5,0.9
ftv170,3887,-29.12271674813482,a,10,0.1,100,0.5,0.5,4,2,2,10,0.2,0.1,1.5,0.9
ftv47,2230,-20.35874439461884,a,10,0.1,100,0.5,0.5,4,2,2,10,0.2,0.1,1.5,0.9
ftv70,2425,-19.587628865979383,a,10,0.1,100,0.5,0.5,4,2,2,10,0.2,0.1,1.5,0.9
p43,5680,-1.0563380281690087,a,10,0.1,100,0.5,0.5,2,2,2,10,0.2,0.1,1.5,0.9
ry48p,16347,-11.77586101425338,a,10,0.1,100,0.5,0.5,2,2,2,10,0.2,0.1,1.5,0.9
ftv44,1942,-16.941297631307933,a,10,0.1,100,0.5,0.5,2,2,2,10,0.2,0.1,1.5,0.9
ftv64,2613,-29.62112514351321,a,10,0.1,100,0.5,0.5,2,2,2,10,0.2,0.1,1.5,0.9
ftv33,1625,-20.86153846153846,a,10,0.1,100,0.5,0.5,2,2,2,10,0.2,0.1,1.5,0.9
kro124p,46322,-21.78662406631838,a,10,0.1,100,0.5,0.5,2,2,2,10,0.2,0.1,1.5,0.9
ftv38,1642,-6.820950060901339,a,10,0.1,100,0.5,0.5,2,2,2,10,0.2,0.1,1.5,0.9
ftv55,2011,-20.039781203381395,a,10,0.1,100,0.5,0.5,2,2,2,10,0.2,0.1,1.5,0.9
ft53,9206,-24.994568759504673,a,10,0.1,100,0.5,0.5,2,2,2,10,0.2,0.1,1.5,0.9
ftv35,1788,-17.61744966442953,a,10,0.1,100,0.5,0.5,2,2,2,10,0.2,0.1,1.5,0.9
br17,39,0.0,a,10,0.1,100,0.5,0.5,2,2,2,10,0.2,0.1,1.5,0.9
rbg323,1721,-22.951772225450313,a,10,0.1,100,0.5,0.5,2,2,2,10,0.2,0.1,1.5,0.9
rbg358,1796,-35.24498886414253,a,10,0.1,100,0.5,0.5,2,2,2,10,0.2,0.1,1.5,0.9
rbg443,3853,-29.405657928886583,a,10,0.1,100,0.5,0.5,2,2,2,10,0.2,0.1,1.5,0.9
rbg403,3530,-30.16997167138811,a,10,0.1,100,0.5,0.5,2,2,2,10,0.2,0.1,1.5,0.9
ft70,42575,-9.165002935995304,a,10,0.1,100,0.5,0.5,2,2,2,10,0.2,0.1,1.5,0.9
ftv170,3887,-29.12271674813482,a,10,0.1,100,0.5,0.5,2,2,2,10,0.2,0.1,1.5,0.9
ftv47,2302,-22.84969591659427,a,10,0.1,100,0.5,0.5,2,2,2,10,0.2,0.1,1.5,0.9
ftv70,2435,-19.917864476386043,a,10,0.1,100,0.5,0.5,2,2,2,10,0.2,0.1,1.5,0.9
p43,5691,-1.247583904410476,a,10,0.1,100,0.5,0.5,3,2,2,10,0.2,0.1,1.5,0.9
ry48p,16447,-12.312275794977808,a,10,0.1,100,0.5,0.5,3,2,2,10,0.2,0.1,1.5,0.9
ftv44,2003,-19.470793809286064,a,10,0.1,100,0.5,0.5,3,2,2,10,0.2,0.1,1.5,0.9
ftv64,2544,-27.712264150943398,a,10,0.1,100,0.5,0.5,3,2,2,10,0.2,0.1,1.5,0.9
ftv33,1550,-17.032258064516128,a,10,0.1,100,0.5,0.5,3,2,2,10,0.2,0.1,1.5,0.9
kro124p,46268,-21.69534019192531,a,10,0.1,100,0.5,0.5,3,2,2,10,0.2,0.1,1.5,0.9
ftv38,1733,-11.713791113675711,a,10,0.1,100,0.5,0.5,3,2,2,10,0.2,0.1,1.5,0.9
ftv55,2005,-19.800498753117196,a,10,0.1,100,0.5,0.5,3,2,2,10,0.2,0.1,1.5,0.9
ft53,8689,-20.531706755668083,a,10,0.1,100,0.5,0.5,3,2,2,10,0.2,0.1,1.5,0.9
ftv35,1791,-17.755443886097154,a,10,0.1,100,0.5,0.5,3,2,2,10,0.2,0.1,1.5,0.9
br17,39,0.0,a,10,0.1,100,0.5,0.5,3,2,2,10,0.2,0.1,1.5,0.9
rbg323,1734,-23.529411764705884,a,10,0.1,100,0.5,0.5,3,2,2,10,0.2,0.1,1.5,0.9
rbg358,1812,-35.8167770419426,a,10,0.1,100,0.5,0.5,3,2,2,10,0.2,0.1,1.5,0.9
rbg443,3902,-30.292157867760125,a,10,0.1,100,0.5,0.5,3,2,2,10,0.2,0.1,1.5,0.9
rbg403,3523,-30.031223389156963,a,10,0.1,100,0.5,0.5,3,2,2,10,0.2,0.1,1.5,0.9
ft70,42793,-9.627742855139871,a,10,0.1,100,0.5,0.5,3,2,2,10,0.2,0.1,1.5,0.9
ftv170,3846,-28.367134685387413,a,10,0.1,100,0.5,0.5,3,2,2,10,0.2,0.1,1.5,0.9
ftv47,2326,-23.645743766122095,a,10,0.1,100,0.5,0.5,3,2,2,10,0.2,0.1,1.5,0.9
ftv70,2380,-18.067226890756302,a,10,0.1,100,0.5,0.5,3,2,2,10,0.2,0.1,1.5,0.9
p43,5659,-0.689167697473053,a,10,0.1,100,0.5,0.5,1,2,2,10,0.2,0.1,1.5,0.9
ry48p,16562,-12.921144789276667,a,10,0.1,100,0.5,0.5,1,2,2,10,0.2,0.1,1.5,0.9
ftv44,2003,-19.470793809286064,a,10,0.1,100,0.5,0.5,1,2,2,10,0.2,0.1,1.5,0.9
ftv64,2550,-27.882352941176464,a,10,0.1,100,0.5,0.5,1,2,2,10,0.2,0.1,1.5,0.9
ftv33,1555,-17.299035369774913,a,10,0.1,100,0.5,0.5,1,2,2,10,0.2,0.1,1.5,0.9
kro124p,46570,-22.203135065492802,a,10,0.1,100,0.5,0.5,1,2,2,10,0.2,0.1,1.5,0.9
ftv38,1664,-8.052884615384613,a,10,0.1,100,0.5,0.5,1,2,2,10,0.2,0.1,1.5,0.9
ftv55,1922,-16.337148803329853,a,10,0.1,100,0.5,0.5,1,2,2,10,0.2,0.1,1.5,0.9
ft53,8684,-20.485951174573927,a,10,0.1,100,0.5,0.5,1,2,2,10,0.2,0.1,1.5,0.9
ftv35,1722,-14.459930313588856,a,10,0.1,100,0.5,0.5,1,2,2,10,0.2,0.1,1.5,0.9
br17,39,0.0,a,10,0.1,100,0.5,0.5,1,2,2,10,0.2,0.1,1.5,0.9
rbg323,1733,-23.48528563185228,a,10,0.1,100,0.5,0.5,1,2,2,10,0.2,0.1,1.5,0.9
rbg358,1764,-34.0702947845805,a,10,0.1,100,0.5,0.5,1,2,2,10,0.2,0.1,1.5,0.9
rbg443,3719,-26.862059693465994,a,10,0.1,100,0.5,0.5,1,2,2,10,0.2,0.1,1.5,0.9
rbg403,3527,-30.11057555996598,a,10,0.1,100,0.5,0.5,1,2,2,10,0.2,0.1,1.5,0.9
ft70,42376,-8.738436851047766,a,10,0.1,100,0.5,0.5,1,2,2,10,0.2,0.1,1.5,0.9
ftv170,3811,-27.709262660718963,a,10,0.1,100,0.5,0.5,1,2,2,10,0.2,0.1,1.5,0.9
ftv47,2265,-21.58940397350993,a,10,0.1,100,0.5,0.5,1,2,2,10,0.2,0.1,1.5,0.9
ftv70,2418,-19.354838709677423,a,10,0.1,100,0.5,0.5,1,2,2,10,0.2,0.1,1.5,0.9
p43,5663,-0.759314850785799,b,10,0.1,100,0.5,0.5,1,2,2,10,0.2,0.1,1.5,0.9
ry48p,16170,-10.810142238713667,b,10,0.1,100,0.5,0.5,1,2,2,10,0.2,0.1,1.5,0.9
ftv44,1996,-19.188376753507015,b,10,0.1,100,0.5,0.5,1,2,2,10,0.2,0.1,1.5,0.9
ftv64,2511,-26.76224611708483,b,10,0.1,100,0.5,0.5,1,2,2,10,0.2,0.1,1.5,0.9
ftv33,1596,-19.42355889724311,b,10,0.1,100,0.5,0.5,1,2,2,10,0.2,0.1,1.5,0.9
kro124p,46075,-21.367335865436786,b,10,0.1,100,0.5,0.5,1,2,2,10,0.2,0.1,1.5,0.9
ftv38,1662,-7.942238267148014,b,10,0.1,100,0.5,0.5,1,2,2,10,0.2,0.1,1.5,0.9
ftv55,1920,-16.25,b,10,0.1,100,0.5,0.5,1,2,2,10,0.2,0.1,1.5,0.9
ft53,8824,-21.74750679963735,b,10,0.1,100,0.5,0.5,1,2,2,10,0.2,0.1,1.5,0.9
ftv35,1782,-17.34006734006735,b,10,0.1,100,0.5,0.5,1,2,2,10,0.2,0.1,1.5,0.9
br17,39,0.0,b,10,0.1,100,0.5,0.5,1,2,2,10,0.2,0.1,1.5,0.9
rbg323,1729,-23.308270676691734,b,10,0.1,100,0.5,0.5,1,2,2,10,0.2,0.1,1.5,0.9
rbg358,1812,-35.8167770419426,b,10,0.1,100,0.5,0.5,1,2,2,10,0.2,0.1,1.5,0.9
rbg443,3823,-28.85168715668324,b,10,0.1,100,0.5,0.5,1,2,2,10,0.2,0.1,1.5,0.9
rbg403,3447,-28.48854076008122,b,10,0.1,100,0.5,0.5,1,2,2,10,0.2,0.1,1.5,0.9
ft70,42459,-8.916837419628337,b,10,0.1,100,0.5,0.5,1,2,2,10,0.2,0.1,1.5,0.9
ftv170,3876,-28.92156862745098,b,10,0.1,100,0.5,0.5,1,2,2,10,0.2,0.1,1.5,0.9
ftv47,2250,-21.066666666666663,b,10,0.1,100,0.5,0.5,1,2,2,10,0.2,0.1,1.5,0.9
ftv70,2421,-19.454770755886003,b,10,0.1,100,0.5,0.5,1,2,2,10,0.2,0.1,1.5,0.9
p43,5707,-1.5244436656737292,b,10,0.1,100,0.5,0.5,1,1,2,10,0.2,0.1,1.5,0.9
ry48p,16441,-12.280274922449976,b,10,0.1,100,0.5,0.5,1,1,2,10,0.2,0.1,1.5,0.9
ftv44,1952,-17.366803278688522,b,10,0.1,100,0.5,0.5,1,1,2,10,0.2,0.1,1.5,0.9
ftv64,2463,-25.33495736906211,b,10,0.1,100,0.5,0.5,1,1,2,10,0.2,0.1,1.5,0.9
ftv33,1558,-17.458279845956355,b,10,0.1,100,0.5,0.5,1,1,2,10,0.2,0.1,1.5,0.9
kro124p,46465,-22.027332400731737,b,10,0.1,100,0.5,0.5,1,1,2,10,0.2,0.1,1.5,0.9
ftv38,1679,-8.874329958308508,b,10,0.1,100,0.5,0.5,1,1,2,10,0.2,0.1,1.5,0.9
ftv55,1964,-18.12627291242363,b,10,0.1,100,0.5,0.5,1,1,2,10,0.2,0.1,1.5,0.9
ft53,8947,-22.823292723818042,b,10,0.1,100,0.5,0.5,1,1,2,10,0.2,0.1,1.5,0.9
ftv35,1747,-15.684029765311962,b,10,0.1,100,0.5,0.5,1,1,2,10,0.2,0.1,1.5,0.9
br17,39,0.0,b,10,0.1,100,0.5,0.5,1,1,2,10,0.2,0.1,1.5,0.9
rbg323,1729,-23.308270676691734,b,10,0.1,100,0.5,0.5,1,1,2,10,0.2,0.1,1.5,0.9
rbg358,1793,-35.13664249860568,b,10,0.1,100,0.5,0.5,1,1,2,10,0.2,0.1,1.5,0.9
rbg443,3862,-29.57017089590886,b,10,0.1,100,0.5,0.5,1,1,2,10,0.2,0.1,1.5,0.9
rbg403,3533,-30.22926691197283,b,10,0.1,100,0.5,0.5,1,1,2,10,0.2,0.1,1.5,0.9
ft70,42488,-8.979005836942207,b,10,0.1,100,0.5,0.5,1,1,2,10,0.2,0.1,1.5,0.9
ftv170,3844,-28.32986472424558,b,10,0.1,100,0.5,0.5,1,1,2,10,0.2,0.1,1.5,0.9
ftv47,2230,-20.35874439461884,b,10,0.1,100,0.5,0.5,1,1,2,10,0.2,0.1,1.5,0.9
ftv70,2389,-18.375889493511934,b,10,0.1,100,0.5,0.5,1,1,2,10,0.2,0.1,1.5,0.9
p43,5684,-1.1259676284306863,max_length_percent_of_cycle,10,0.1,100,0.5,0.5,1,2,2,10,0.05,0.1,1.5,0.9
ry48p,16472,-12.445361826129187,max_length_percent_of_cycle,10,0.1,100,0.5,0.5,1,2,2,10,0.05,0.1,1.5,0.9
ftv44,1967,-17.996949669547533,max_length_percent_of_cycle,10,0.1,100,0.5,0.5,1,2,2,10,0.05,0.1,1.5,0.9
ftv64,2550,-27.882352941176464,max_length_percent_of_cycle,10,0.1,100,0.5,0.5,1,2,2,10,0.05,0.1,1.5,0.9
ftv33,1594,-19.322459222082813,max_length_percent_of_cycle,10,0.1,100,0.5,0.5,1,2,2,10,0.05,0.1,1.5,0.9
kro124p,46390,-21.901271825824537,max_length_percent_of_cycle,10,0.1,100,0.5,0.5,1,2,2,10,0.05,0.1,1.5,0.9
ftv38,1670,-8.383233532934128,max_length_percent_of_cycle,10,0.1,100,0.5,0.5,1,2,2,10,0.05,0.1,1.5,0.9
ftv55,1988,-19.11468812877264,max_length_percent_of_cycle,10,0.1,100,0.5,0.5,1,2,2,10,0.05,0.1,1.5,0.9
ft53,8766,-21.22975131188683,max_length_percent_of_cycle,10,0.1,100,0.5,0.5,1,2,2,10,0.05,0.1,1.5,0.9
ftv35,1788,-17.61744966442953,max_length_percent_of_cycle,10,0.1,100,0.5,0.5,1,2,2,10,0.05,0.1,1.5,0.9
br17,39,0.0,max_length_percent_of_cycle,10,0.1,100,0.5,0.5,1,2,2,10,0.05,0.1,1.5,0.9
rbg323,1728,-23.263888888888886,max_length_percent_of_cycle,10,0.1,100,0.5,0.5,1,2,2,10,0.05,0.1,1.5,0.9
rbg358,1792,-35.10044642857143,max_length_percent_of_cycle,10,0.1,100,0.5,0.5,1,2,2,10,0.05,0.1,1.5,0.9
rbg443,3896,-30.184804928131413,max_length_percent_of_cycle,10,0.1,100,0.5,0.5,1,2,2,10,0.05,0.1,1.5,0.9
rbg403,3438,-28.301337987201862,max_length_percent_of_cycle,10,0.1,100,0.5,0.5,1,2,2,10,0.05,0.1,1.5,0.9
ft70,42113,-8.168499038301718,max_length_percent_of_cycle,10,0.1,100,0.5,0.5,1,2,2,10,0.05,0.1,1.5,0.9
ftv170,3887,-29.12271674813482,max_length_percent_of_cycle,10,0.1,100,0.5,0.5,1,2,2,10,0.05,0.1,1.5,0.9
ftv47,2262,-21.48541114058355,max_length_percent_of_cycle,10,0.1,100,0.5,0.5,1,2,2,10,0.05,0.1,1.5,0.9
ftv70,2429,-19.72004940304653,max_length_percent_of_cycle,10,0.1,100,0.5,0.5,1,2,2,10,0.05,0.1,1.5,0.9
p43,5669,-0.8643499735402997,max_length_percent_of_cycle,10,0.1,100,0.5,0.5,1,2,2,10,0.1,0.1,1.5,0.9
ry48p,16562,-12.921144789276667,max_length_percent_of_cycle,10,0.1,100,0.5,0.5,1,2,2,10,0.1,0.1,1.5,0.9
ftv44,1967,-17.996949669547533,max_length_percent_of_cycle,10,0.1,100,0.5,0.5,1,2,2,10,0.1,0.1,1.5,0.9
ftv64,2550,-27.882352941176464,max_length_percent_of_cycle,10,0.1,100,0.5,0.5,1,2,2,10,0.1,0.1,1.5,0.9
ftv33,1572,-18.19338422391857,max_length_percent_of_cycle,10,0.1,100,0.5,0.5,1,2,2,10,0.1,0.1,1.5,0.9
kro124p,46734,-22.476141567167375,max_length_percent_of_cycle,10,0.1,100,0.5,0.5,1,2,2,10,0.1,0.1,1.5,0.9
ftv38,1662,-7.942238267148014,max_length_percent_of_cycle,10,0.1,100,0.5,0.5,1,2,2,10,0.1,0.1,1.5,0.9
ftv55,1974,-18.54103343465046,max_length_percent_of_cycle,10,0.1,100,0.5,0.5,1,2,2,10,0.1,0.1,1.5,0.9
ft53,8897,-22.38956951781499,max_length_percent_of_cycle,10,0.1,100,0.5,0.5,1,2,2,10,0.1,0.1,1.5,0.9
ftv35,1788,-17.61744966442953,max_length_percent_of_cycle,10,0.1,100,0.5,0.5,1,2,2,10,0.1,0.1,1.5,0.9
br17,39,0.0,max_length_percent_of_cycle,10,0.1,100,0.5,0.5,1,2,2,10,0.1,0.1,1.5,0.9
rbg323,1734,-23.529411764705884,max_length_percent_of_cycle,10,0.1,100,0.5,0.5,1,2,2,10,0.1,0.1,1.5,0.9
rbg358,1812,-35.8167770419426,max_length_percent_of_cycle,10,0.1,100,0.5,0.5,1,2,2,10,0.1,0.1,1.5,0.9
rbg443,3824,-28.870292887029294,max_length_percent_of_cycle,10,0.1,100,0.5,0.5,1,2,2,10,0.1,0.1,1.5,0.9
rbg403,3510,-29.772079772079778,max_length_percent_of_cycle,10,0.1,100,0.5,0.5,1,2,2,10,0.1,0.1,1.5,0.9
ft70,42529,-9.066754449904764,max_length_percent_of_cycle,10,0.1,100,0.5,0.5,1,2,2,10,0.1,0.1,1.5,0.9
ftv170,3887,-29.12271674813482,max_length_percent_of_cycle,10,0.1,100,0.5,0.5,1,2,2,10,0.1,0.1,1.5,0.9
ftv47,2283,-22.207621550591327,max_length_percent_of_cycle,10,0.1,100,0.5,0.5,1,2,2,10,0.1,0.1,1.5,0.9
ftv70,2399,-18.71613172155064,max_length_percent_of_cycle,10,0.1,100,0.5,0.5,1,2,2,10,0.1,0.1,1.5,0.9
p43,5657,-0.6540569206293156,max_length_percent_of_cycle,10,0.1,100,0.5,0.5,1,2,2,10,0.2,0.1,1.5,0.9
ry48p,16364,-11.86751405524322,max_length_percent_of_cycle,10,0.1,100,0.5,0.5,1,2,2,10,0.2,0.1,1.5,0.9
