Problem,Solution Length,Worse Rate,Parametr changed,n,min_temperature,max_temperature,probability_of_shuffle,probability_of_heuristic,a,b,duration_of_execution_in_seconds,k,max_length_percent_of_cycle,swap_states_probability,closeness,cooling_rate
ftv44,1967,-17.996949669547533,max_length_percent_of_cycle,10,0.1,100,0.5,0.5,1,2,2,10,0.2,0.1,1.5,0.9
ftv64,2510,-26.733067729083672,max_length_percent_of_cycle,10,0.1,100,0.5,0.5,1,2,2,10,0.2,0.1,1.5,0.9
ftv33,1576,-18.401015228426402,max_length_percent_of_cycle,10,0.1,100,0.5,0.5,1,2,2,10,0.2,0.1,1.5,0.9
kro124p,46982,-22.88536035077263,max_length_percent_of_cycle,10,0.1,100,0.5,0.5,1,2,2,10,0.2,0.1,1.5,0.9
ftv38,1662,-7.942238267148014,max_length_percent_of_cycle,10,0.1,100,0.5,0.5,1,2,2,10,0.2,0.1,1.5,0.9
ftv55,1920,-16.25,max_length_percent_of_cycle,10,0.1,100,0.5,0.5,1,2,2,10,0.2,0.1,1.5,0.9
ft53,9003,-23.303343330001113,max_length_percent_of_cycle,10,0.1,100,0.5,0.5,1,2,2,10,0.2,0.1,1.5,0.9
ftv35,1742,-15.442020665901268,max_length_percent_of_cycle,10,0.1,100,0.5,0.5,1,2,2,10,0.2,0.1,1.5,0.9
br17,39,0.0,max_length_percent_of_cycle,10,0.1,100,0.5,0.5,1,2,2,10,0.2,0.1,1.5,0.9
rbg323,1734,-23.529411764705884,max_length_percent_of_cycle,10,0.1,100,0.5,0.5,1,2,2,10,0.2,0.1,1.5,0.9
rbg358,1769,-34.256642170717925,max_length_percent_of_cycle,10,0.1,100,0.5,0.5,1,2,2,10,0.2,0.1,1.5,0.9
rbg443,3777,-27.98517341805666,max_length_percent_of_cycle,10,0.1,100,0.5,0.5,1,2,2,10,0.2,0.1,1.5,0.9
rbg403,3437,-28.280477160314234,max_length_percent_of_cycle,10,0.1,100,0.5,0.5,1,2,2,10,0.2,0.1,1.5,0.9
ft70,42705,-9.441517386722865,max_length_percent_of_cycle,10,0.1,100,0.5,0.5,1,2,2,10,0.2,0.1,1.5,0.9
ftv170,3833,-28.124184711714065,max_length_percent_of_cycle,10,0.1,100,0.5,0.5,1,2,2,10,0.2,0.1,1.5,0.9
ftv47,2279,-22.071083808688016,max_length_percent_of_cycle,10,0.1,100,0.5,0.5,1,2,2,10,0.2,0.1,1.5,0.9
ftv70,2473,-21.14840274969673,max_length_percent_of_cycle,10,0.1,100,0.5,0.5,1,2,2,10,0.2,0.1,1.5,0.9
p43,5637,-0.3015788540003541,max_length_percent_of_cycle,10,0.1,100,0.5,0.5,1,2,2,10,0.3,0.1,1.5,0.9
ry48p,16270,-11.358328211432081,max_length_percent_of_cycle,10,0.1,100,0.5,0.5,1,2,2,10,0.3,0.1,1.5,0.9
ftv44,2003,-19.470793809286064,max_length_percent_of_cycle,10,0.1,100,0.5,0.5,1,2,2,10,0.3,0.1,1.5,0.9
ftv64,2501,-26.469412235105963,max_length_percent_of_cycle,10,0.1,100,0.5,0.5,1,2,2,10,0.3,0.1,1.5,0.9
ftv33,1541,-16.547696301103173,max_length_percent_of_cycle,10,0.1,100,0.5,0.5,1,2,2,10,0.3,0.1,1.5,0.9
kro124p,46677,-22.381472673907922,max_length_percent_of_cycle,10,0.1,100,0.5,0.5,1,2,2,10,0.3,0.1,1.5,0.9
ftv38,1658,-7.720144752714106,max_length_percent_of_cycle,10,0.1,100,0.5,0.5,1,2,2,10,0.3,0.1,1.5,0.9
ftv55,1951,-17.580727831881077,max_length_percent_of_cycle,10,0.1,100,0.5,0.5,1,2,2,10,0.3,0.1,1.5,0.9
ft53,8762,-21.193791371832916,max_length_percent_of_cycle,10,0.1,100,0.5,0.5,1,2,2,10,0.3,0.1,1.5,0.9
ftv35,1735,-15.100864553314125,max_length_percent_of_cycle,10,0.1,100,0.5,0.5,1,2,2,10,0.3,0.1,1.5,0.9
br17,39,0.0,max_length_percent_of_cycle,10,0.1,100,0.5,0.5,1,2,2,10,0.3,0.1,1.5,0.9
rbg323,1719,-22.862129144851664,max_length_percent_of_cycle,10,0.1,100,0.5,0.5,1,2,2,10,0.3,0.1,1.5,0.9
rbg358,1784,-34.80941704035875,max_length_percent_of_cycle,10,0.1,100,0.5,0.5,1,2,2,10,0.3,0.1,1.5,0.9
rbg443,3807,-28.552666141318625,max_length_percent_of_cycle,10,0.1,100,0.5,0.5,1,2,2,10,0.3,0.1,1.5,0.9
rbg403,3484,-29.247990815154992,max_length_percent_of_cycle,10,0.1,100,0.5,0.5,1,2,2,10,0.3,0.1,1.5,0.9
ft70,42510,-9.026111503175727,max_length_percent_of_cycle,10,0.1,100,0.5,0.5,1,2,2,10,0.3,0.1,1.5,0.9
ftv170,3884,-29.067971163748723,max_length_percent_of_cycle,10,0.1,100,0.5,0.5,1,2,2,10,0.3,0.1,1.5,0.9
ftv47,2234,-20.501342882721573,max_length_percent_of_cycle,10,0.1,100,0.5,0.5,1,2,2,10,0.3,0.1,1.5,0.9
ftv70,2490,-21.686746987951807,max_length_percent_of_cycle,10,0.1,100,0.5,0.5,1,2,2,10,0.3,0.1,1.5,0.9
p43,5668,-0.8468595624558901,swap_states_probability,10,0.1,100,0.5,0.5,1,2,2,10,0.2,0.1,1.5,0.9
ry48p,16453,-12.34425332766061,swap_states_probability,10,0.1,100,0.5,0.5,1,2,2,10,0.2,0.1,1.5,0.9
ftv44,2003,-19.470793809286064,swap_states_probability,10,0.1,100,0.5,0.5,1,2,2,10,0.2,0.1,1.5,0.9
ftv64,2535,-27.455621301775153,swap_states_probability,10,0.1,100,0.5,0.5,1,2,2,10,0.2,0.1,1.5,0.9
ftv33,1499,-14.209472981987986,swap_states_probability,10,0.1,100,0.5,0.5,1,2,2,10,0.2,0.1,1.5,0.9
kro124p,46322,-21.78662406631838,swap_states_probability,10,0.1,100,0.5,0.5,1,2,2,10,0.2,0.1,1.5,0.9
ftv38,1662,-7.942238267148014,swap_states_probability,10,0.1,100,0.5,0.5,1,2,2,10,0.2,0.1,1.5,0.9
ftv55,1975,-18.582278481012665,swap_states_probability,10,0.1,100,0.5,0.5,1,2,2,10,0.2,0.1,1.5,0.9
ft53,9015,-23.405435385468664,swap_states_probability,10,0.1,100,0.5,0.5,1,2,2,10,0.2,0.1,1.5,0.9
ftv35,1788,-17.61744966442953,swap_states_probability,10,0.1,100,0.5,0.5,1,2,2,10,0.2,0.1,1.5,0.9
br17,39,0.0,swap_states_probability,10,0.1,100,0.5,0.5,1,2,2,10,0.2,0.1,1.5,0.9
rbg323,1722,-22.99651567944251,swap_states_probability,10,0.1,100,0.5,0.5,1,2,2,10,0.2,0.1,1.5,0.9
rbg358,1775,-34.47887323943662,swap_states_probability,10,0.1,100,0.5,0.5,1,2,2,10,0.2,0.1,1.5,0.9
rbg443,3847,-29.295554977904857,swap_states_probability,10,0.1,100,0.5,0.5,1,2,2,10,0.2,0.1,1.5,0.9
rbg403,3535,-30.26874115983027,swap_states_probability,10,0.1,100,0.5,0.5,1,2,2,10,0.2,0.1,1.5,0.9
ft70,42285,-8.542036183043635,swap_states_probability,10,0.1,100,0.5,0.5,1,2,2,10,0.2,0.1,1.5,0.9
ftv170,3887,-29.12271674813482,swap_states_probability,10,0.1,100,0.5,0.5,1,2,2,10,0.2,0.1,1.5,0.9
ftv47,2266,-21.62400706090027,swap_states_probability,10,0.1,100,0.5,0.5,1,2,2,10,0.2,0.1,1.5,0.9
ftv70,2520,-22.61904761904762,swap_states_probability,10,0.1,100,0.5,0.5,1,2,2,10,0.2,0.1,1.5,0.9
p43,5680,-1.0563380281690087,swap_states_probability,10,0.1,100,0.5,0.5,1,2,2,10,0.2,0.2,1.5,0.9
ry48p,16615,-13.198916641588923,swap_states_probability,10,0.1,100,0.5,0.5,1,2,2,10,0.2,0.2,1.5,0.9
ftv44,2003,-19.470793809286064,swap_states_probability,10,0.1,100,0.5,0.5,1,2,2,10,0.2,0.2,1.5,0.9
ftv64,2505,-26.58682634730539,swap_states_probability,10,0.1,100,0.5,0.5,1,2,2,10,0.2,0.2,1.5,0.9
ftv33,1593,-19.27181418706843,swap_states_probability,10,0.1,100,0.5,0.5,1,2,2,10,0.2,0.2,1.5,0.9
kro124p,46591,-22.23820051082828,swap_states_probability,10,0.1,100,0.5,0.5,1,2,2,10,0.2,0.2,1.5,0.9
ftv38,1664,-8.052884615384613,swap_states_probability,10,0.1,100,0.5,0.5,1,2,2,10,0.2,0.2,1.5,0.9
ftv55,2011,-20.039781203381395,swap_states_probability,10,0.1,100,0.5,0.5,1,2,2,10,0.2,0.2,1.5,0.9
ft53,8730,-20.904925544100806,swap_states_probability,10,0.1,100,0.5,0.5,1,2,2,10,0.2,0.2,1.5,0.9
ftv35,1742,-15.442020665901268,swap_states_probability,10,0.1,100,0.5,0.5,1,2,2,10,0.2,0.2,1.5,0.9
br17,39,0.0,swap_states_probability,10,0.1,100,0.5,0.5,1,2,2,10,0.2,0.2,1.5,0.9
rbg323,1734,-23.529411764705884,swap_states_probability,10,0.1,100,0.5,0.5,1,2,2,10,0.2,0.2,1.5,0.9
rbg358,1779,-34.62619449128724,swap_states_probability,10,0.1,100,0.5,0.5,1,2,2,10,0.2,0.2,1.5,0.9
rbg443,3848,-29.313929313929307,swap_states_probability,10,0.1,100,0.5,0.5,1,2,2,10,0.2,0.2,1.5,0.9
rbg403,3451,-28.57142857142857,swap_states_probability,10,0.1,100,0.5,0.5,1,2,2,10,0.2,0.2,1.5,0.9
ft70,42274,-8.518238160571514,swap_states_probability,10,0.1,100,0.5,0.5,1,2,2,10,0.2,0.2,1.5,0.9
ftv170,3887,-29.12271674813482,swap_states_probability,10,0.1,100,0.5,0.5,1,2,2,10,0.2,0.2,1.5,0.9
ftv47,2278,-22.03687445127305,swap_states_probability,10,0.1,100,0.5,0.5,1,2,2,10,0.2,0.2,1.5,0.9
ftv70,2428,-19.686985172981878,swap_states_probability,10,0.1,100,0.5,0.5,1,2,2,10,0.2,0.2,1.5,0.9
p43,5668,-0.8468595624558901,swap_states_probability,10,0.1,100,0.5,0.5,1,2,2,10,0.2,0.15,1.5,0.9
ry48p,16419,-12.162738291004331,swap_states_probability,10,0.1,100,0.5,0.5,1,2,2,10,0.2,0.15,1.5,0.9
ftv44,2003,-19.470793809286064,swap_states_probability,10,0.1,100,0.5,0.5,1,2,2,10,0.2,0.15,1.5,0.9
ftv64,2498,-26.381104883907128,swap_states_probability,10,0.1,100,0.5,0.5,1,2,2,10,0.2,0.15,1.5,0.9
ftv33,1514,-15.059445178335537,swap_states_probability,10,0.1,100,0.5,0.5,1,2,2,10,0.2,0.15,1.5,0.9
kro124p,46294,-21.739318270186203,swap_states_probability,10,0.1,100,0.5,0.5,1,2,2,10,0.2,0.15,1.5,0.9
ftv38,1666,-8.16326530612244,swap_states_probability,10,0.1,100,0.5,0.5,1,2,2,10,0.2,0.15,1.5,0.9
ftv55,1873,-14.14842498665243,swap_states_probability,10,0.1,100,0.5,0.5,1,2,2,10,0.2,0.15,1.5,0.9
ft53,8728,-20.88680109990834,swap_states_probability,10,0.1,100,0.5,0.5,1,2,2,10,0.2,0.15,1.5,0.9
ftv35,1694,-13.046044864226687,swap_states_probability,10,0.1,100,0.5,0.5,1,2,2,10,0.2,0.15,1.5,0.9
br17,39,0.0,swap_states_probability,10,0.1,100,0.5,0.5,1,2,2,10,0.2,0.15,1.5,0.9
rbg323,1734,-23.529411764705884,swap_states_probability,10,0.1,100,0.5,0.5,1,2,2,10,0.2,0.15,1.5,0.9
rbg358,1793,-35.13664249860568,swap_states_probability,10,0.1,100,0.5,0.5,1,2,2,10,0.2,0.15,1.5,0.9
rbg443,3891,-30.095091236186065,swap_states_probability,10,0.1,100,0.5,0.5,1,2,2,10,0.2,0.15,1.5,0.9
rbg403,3394,-27.3718326458456,swap_states_probability,10,0.1,100,0.5,0.5,1,2,2,10,0.2,0.15,1.5,0.9
ft70,42403,-8.796547414098058,swap_states_probability,10,0.1,100,0.5,0.5,1,2,2,10,0.2,0.15,1.5,0.9
ftv170,3844,-28.32986472424558,swap_states_probability,10,0.1,100,0.5,0.5,1,2,2,10,0.2,0.15,1.5,0.9
ftv47,2266,-21.62400706090027,swap_states_probability,10,0.1,100,0.5,0.5,1,2,2,10,0.2,0.15,1.5,0.9
ftv70,2460,-20.731707317073173,swap_states_probability,10,0.1,100,0.5,0.5,1,2,2,10,0.2,0.15,1.5,0.9
p43,5682,-1.0911650827173531,swap_states_probability,10,0.1,100,0.5,0.5,1,2,2,10,0.2,0.05,1.5,0.9
ry48p,16419,-12.162738291004331,swap_states_probability,10,0.1,100,0.5,0.5,1,2,2,10,0.2,0.05,1.5,0.9
ftv44,1994,-19.107321965897697,swap_states_probability,10,0.1,100,0.5,0.5,1,2,2,10,0.2,0.05,1.5,0.9
ftv64,2479,-25.816861637757157,swap_states_probability,10,0.1,100,0.5,0.5,1,2,2,10,0.2,0.05,1.5,0.9
ftv33,1570,-18.089171974522287,swap_states_probability,10,0.1,100,0.5,0.5,1,2,2,10,0.2,0.05,1.5,0.9
kro124p,46070,-21.358801823312348,swap_states_probability,10,0.1,100,0.5,0.5,1,2,2,10,0.2,0.05,1.5,0.9
ftv38,1664,-8.052884615384613,swap_states_probability,10,0.1,100,0.5,0.5,1,2,2,10,0.2,0.05,1.5,0.9
ftv55,1896,-15.189873417721529,swap_states_probability,10,0.1,100,0.5,0.5,1,2,2,10,0.2,0.05,1.5,0.9
ft53,8579,-19.51276372537592,swap_states_probability,10,0.1,100,0.5,0.5,1,2,2,10,0.2,0.05,1.5,0.9
ftv35,1730,-14.855491329479761,swap_states_probability,10,0.1,100,0.5,0.5,1,2,2,10,0.2,0.05,1.5,0.9
br17,39,0.0,swap_states_probability,10,0.1,100,0.5,0.5,1,2,2,10,0.2,0.05,1.5,0.9
rbg323,1734,-23.529411764705884,swap_states_probability,10,0.1,100,0.5,0.5,1,2,2,10,0.2,0.05,1.5,0.9
rbg358,1791,-35.0642099385818,swap_states_probability,10,0.1,100,0.5,0.5,1,2,2,10,0.2,0.05,1.5,0.9
rbg443,3830,-28.98172323759792,swap_states_probability,10,0.1,100,0.5,0.5,1,2,2,10,0.2,0.05,1.5,0.9
rbg403,3398,-27.45732783990583,swap_states_probability,10,0.1,100,0.5,0.5,1,2,2,10,0.2,0.05,1.5,0.9
ft70,42084,-8.105218135158253,swap_states_probability,10,0.1,100,0.5,0.5,1,2,2,10,0.2,0.05,1.5,0.9
ftv170,3915,-29.629629629629633,swap_states_probability,10,0.1,100,0.5,0.5,1,2,2,10,0.2,0.05,1.5,0.9
ftv47,2145,-17.2027972027972,swap_states_probability,10,0.1,100,0.5,0.5,1,2,2,10,0.2,0.05,1.5,0.9
ftv70,2384,-18.204697986577173,swap_states_probability,10,0.1,100,0.5,0.5,1,2,2,10,0.2,0.05,1.5,0.9
p43,5664,-0.7768361581920971,cooling_rate,10,0.1,100,0.5,0.5,1,2,2,10,0.2,0.1,1.5,0.9
ry48p,16378,-11.942850164855287,cooling_rate,10,0.1,100,0.5,0.5,1,2,2,10,0.2,0.1,1.5,0.9
ftv44,1952,-17.366803278688522,cooling_rate,10,0.1,100,0.5,0.5,1,2,2,10,0.2,0.1,1.5,0.9
ftv64,2494,-26.263031275060143,cooling_rate,10,0.1,100,0.5,0.5,1,2,2,10,0.2,0.1,1.5,0.9
ftv33,1590,-19.119496855345915,cooling_rate,10,0.1,100,0.5,0.5,1,2,2,10,0.2,0.1,1.5,0.9
kro124p,45870,-21.01591454109439,cooling_rate,10,0.1,100,0.5,0.5,1,2,2,10,0.2,0.1,1.5,0.9
ftv38,1670,-8.383233532934128,cooling_rate,10,0.1,100,0.5,0.5,1,2,2,10,0.2,0.1,1.5,0.9
ftv55,1891,-14.96562665256478,cooling_rate,10,0.1,100,0.5,0.5,1,2,2,10,0.2,0.1,1.5,0.9
ft53,8910,-22.502805836139174,cooling_rate,10,0.1,100,0.5,0.5,1,2,2,10,0.2,0.1,1.5,0.9
ftv35,1788,-17.61744966442953,cooling_rate,10,0.1,100,0.5,0.5,1,2,2,10,0.2,0.1,1.5,0.9
br17,39,0.0,cooling_rate,10,0.1,100,0.5,0.5,1,2,2,10,0.2,0.1,1.5,0.9
rbg323,1734,-23.529411764705884,cooling_rate,10,0.1,100,0.5,0.5,1,2,2,10,0.2,0.1,1.5,0.9
rbg358,1773,-34.40496333897349,cooling_rate,10,0.1,100,0.5,0.5,1,2,2,10,0.2,0.1,1.5,0.9
rbg443,3831,-29.0002610284521,cooling_rate,10,0.1,100,0.5,0.5,1,2,2,10,0.2,0.1,1.5,0.9
rbg403,3506,-29.69195664575014,cooling_rate,10,0.1,100,0.5,0.5,1,2,2,10,0.2,0.1,1.5,0.9
ft70,42342,-8.665155165084315,cooling_rate,10,0.1,100,0.5,0.5,1,2,2,10,0.2,0.1,1.5,0.9
ftv170,3882,-29.031427099433287,cooling_rate,10,0.1,100,0.5,0.5,1,2,2,10,0.2,0.1,1.5,0.9
ftv47,2311,-23.15015144958892,cooling_rate,10,0.1,100,0.5,0.5,1,2,2,10,0.2,0.1,1.5,0.9
ftv70,2404,-18.885191347753747,cooling_rate,10,0.1,100,0.5,0.5,1,2,2,10,0.2,0.1,1.5,0.9
p43,5641,-0.37227441942917494,cooling_rate,10,0.1,100,0.5,0.5,1,2,2,10,0.2,0.1,1.5,0.93
ry48p,16445,-12.301611432046215,cooling_rate,10,0.1,100,0.5,0.5,1,2,2,10,0.2,0.1,1.5,0.93
ftv44,2003,-19.470793809286064,cooling_rate,10,0.1,100,0.5,0.5,1,2,2,10,0.2,0.1,1.5,0.93
ftv64,2499,-26.41056422569028,cooling_rate,10,0.1,100,0.5,0.5,1,2,2,10,0.2,0.1,1.5,0.93
ftv33,1515,-15.115511551155109,cooling_rate,10,0.1,100,0.5,0.5,1,2,2,10,0.2,0.1,1.5,0.93
kro124p,46734,-22.476141567167375,cooling_rate,10,0.1,100,0.5,0.5,1,2,2,10,0.2,0.1,1.5,0.93
ftv38,1662,-7.942238267148014,cooling_rate,10,0.1,100,0.5,0.5,1,2,2,10,0.2,0.1,1.5,0.93
ftv55,1999,-19.559779889944977,cooling_rate,10,0.1,100,0.5,0.5,1,2,2,10,0.2,0.1,1.5,0.93
ft53,8703,-20.659542686429972,cooling_rate,10,0.1,100,0.5,0.5,1,2,2,10,0.2,0.1,1.5,0.93
ftv35,1755,-16.068376068376068,cooling_rate,10,0.1,100,0.5,0.5,1,2,2,10,0.2,0.1,1.5,0.93
br17,41,-4.878048780487802,cooling_rate,10,0.1,100,0.5,0.5,1,2,2,10,0.2,0.1,1.5,0.93
rbg323,1715,-22.68221574344024,cooling_rate,10,0.1,100,0.5,0.5,1,2,2,10,0.2,0.1,1.5,0.93
rbg358,1766,-34.14496036240091,cooling_rate,10,0.1,100,0.5,0.5,1,2,2,10,0.2,0.1,1.5,0.93
rbg443,3746,-27.389215162840358,cooling_rate,10,0.1,100,0.5,0.5,1,2,2,10,0.2,0.1,1.5,0.93
rbg403,3393,-27.350427350427353,cooling_rate,10,0.1,100,0.5,0.5,1,2,2,10,0.2,0.1,1.5,0.93
ft70,41938,-7.785302112642469,cooling_rate,10,0.1,100,0.5,0.5,1,2,2,10,0.2,0.1,1.5,0.93
ftv170,3833,-28.124184711714065,cooling_rate,10,0.1,100,0.5,0.5,1,2,2,10,0.2,0.1,1.5,0.93
ftv47,2313,-23.216601815823594,cooling_rate,10,0.1,100,0.5,0.5,1,2,2,10,0.2,0.1,1.5,0.93
ftv70,2408,-19.019933554817285,cooling_rate,10,0.1,100,0.5,0.5,1,2,2,10,0.2,0.1,1.5,0.93
p43,5688,-1.1954992967651208,cooling_rate,10,0.1,100,0.5,0.5,1,2,2,10,0.2,0.1,1.5,0.96
ry48p,16039,-10.081675914957287,cooling_rate,10,0.1,100,0.5,0.5,1,2,2,10,0.2,0.1,1.5,0.96
ftv44,1952,-17.366803278688522,cooling_rate,10,0.1,100,0.5,0.5,1,2,2,10,0.2,0.1,1.5,0.96
ftv64,2550,-27.882352941176464,cooling_rate,10,0.1,100,0.5,0.5,1,2,2,10,0.2,0.1,1.5,0.96
ftv33,1549,-16.978695932859907,cooling_rate,10,0.1,100,0.5,0.5,1,2,2,10,0.2,0.1,1.5,0.96
kro124p,46271,-21.700417107907768,cooling_rate,10,0.1,100,0.5,0.5,1,2,2,10,0.2,0.1,1.5,0.96
ftv38,1664,-8.052884615384613,cooling_rate,10,0.1,100,0.5,0.5,1,2,2,10,0.2,0.1,1.5,0.96
ftv55,1903,-15.501839201261163,cooling_rate,10,0.1,100,0.5,0.5,1,2,2,10,0.2,0.1,1.5,0.96
ft53,8747,-21.058648679547275,cooling_rate,10,0.1,100,0.5,0.5,1,2,2,10,0.2,0.1,1.5,0.96
ftv35,1791,-17.755443886097154,cooling_rate,10,0.1,100,0.5,0.5,1,2,2,10,0.2,0.1,1.5,0.96
br17,39,0.0,cooling_rate,10,0.1,100,0.5,0.5,1,2,2,10,0.2,0.1,1.5,0.96
rbg323,1728,-23.263888888888886,cooling_rate,10,0.1,100,0.5,0.5,1,2,2,10,0.2,0.1,1.5,0.96
rbg358,1803,-35.49639489739323,cooling_rate,10,0.1,100,0.5,0.5,1,2,2,10,0.2,0.1,1.5,0.96
rbg443,3876,-29.82456140350878,cooling_rate,10,0.1,100,0.5,0.5,1,2,2,10,0.2,0.1,1.5,0.96
rbg403,3417,-27.860696517412933,cooling_rate,10,0.1,100,0.5,0.5,1,2,2,10,0.2,0.1,1.5,0.96
ft70,42253,-8.4727711641777,cooling_rate,10,0.1,100,0.5,0.5,1,2,2,10,0.2,0.1,1.5,0.96
ftv170,3887,-29.12271674813482,cooling_rate,10,0.1,100,0.5,0.5,1,2,2,10,0.2,0.1,1.5,0.96
ftv47,2323,-23.547137322427886,cooling_rate,10,0.1,100,0.5,0.5,1,2,2,10,0.2,0.1,1.5,0.96
ftv70,2469,-21.020656136087496,cooling_rate,10,0.1,100,0.5,0.5,1,2,2,10,0.2,0.1,1.5,0.96
p43,5672,-0.9167842031029636,cooling_rate,10,0.1,100,0.5,0.5,1,2,2,10,0.2,0.1,1.5,0.98
ry48p,16528,-12.742013552758962,cooling_rate,10,0.1,100,0.5,0.5,1,2,2,10,0.2,0.1,1.5,0.98
ftv44,1948,-17.197125256673502,cooling_rate,10,0.1,100,0.5,0.5,1,2,2,10,0.2,0.1,1.5,0.98
ftv64,2550,-27.882352941176464,cooling_rate,10,0.1,100,0.5,0.5,1,2,2,10,0.2,0.1,1.5,0.98
ftv33,1552,-17.13917525773195,cooling_rate,10,0.1,100,0.5,0.5,1,2,2,10,0.2,0.1,1.5,0.98
kro124p,46576,-22.21315699072484,cooling_rate,10,0.1,100,0.5,0.5,1,2,2,10,0.2,0.1,1.5,0.98
ftv38,1673,-8.547519426180514,cooling_rate,10,0.1,100,0.5,0.5,1,2,2,10,0.2,0.1,1.5,0.98
ftv55,1943,-17.241379310344826,cooling_rate,10,0.1,100,0.5,0.5,1,2,2,10,0.2,0.1,1.5,0.98
ft53,8768,-21.2477189781022,cooling_rate,10,0.1,100,0.5,0.5,1,2,2,10,0.2,0.1,1.5,0.98
ftv35,1738,-15.247410817031067,cooling_rate,10,0.1,100,0.5,0.5,1,2,2,10,0.2,0.1,1.5,0.98
br17,39,0.0,cooling_rate,10,0.1,100,0.5,0.5,1,2,2,10,0.2,0.1,1.5,0.98
rbg323,1734,-23.529411764705884,cooling_rate,10,0.1,100,0.5,0.5,1,2,2,10,0.2,0.1,1.5,0.98
rbg358,1812,-35.8167770419426,cooling_rate,10,0.1,100,0.5,0.5,1,2,2,10,0.2,0.1,1.5,0.98
rbg443,3901,-30.274288643937453,cooling_rate,10,0.1,100,0.5,0.5,1,2,2,10,0.2,0.1,1.5,0.98
rbg403,3485,-29.268292682926827,cooling_rate,10,0.1,100,0.5,0.5,1,2,2,10,0.2,0.1,1.5,0.98
ft70,42562,-9.137258587472402,cooling_rate,10,0.1,100,0.5,0.5,1,2,2,10,0.2,0.1,1.5,0.98
ftv170,3923,-29.77313280652561,cooling_rate,10,0.1,100,0.5,0.5,1,2,2,10,0.2,0.1,1.5,0.98
ftv47,2328,-23.711340206185568,cooling_rate,10,0.1,100,0.5,0.5,1,2,2,10,0.2,0.1,1.5,0.98
ftv70,2375,-17.89473684210526,cooling_rate,10,0.1,100,0.5,0.5,1,2,2,10,0.2,0.1,1.5,0.98
