"","Problem","Solution.Length","Worse.Rate","Parametr.changed","n","min_temperature","max_temperature","probability_of_shuffle","probability_of_heuristic","a","b","duration_of_execution_in_seconds","k","max_length_percent_of_cycle","swap_states_probability","closeness","cooling_rate"
"342","ftv70",2520,22.6190476190476,"swap_states_probability",10,0.1,100,0.5,0.5,1,1,2,10,0.2,0.1,1.5,0.9
"343","p43",5654,0.601344181110719,"swap_states_probability",10,0.1,100,0.5,0.5,1,1,2,10,0.2,0.2,1.5,0.9
"344","ry48p",16379,11.9482263874473,"swap_states_probability",10,0.1,100,0.5,0.5,1,1,2,10,0.2,0.2,1.5,0.9
"345","ftv44",2003,19.4707938092861,"swap_states_probability",10,0.1,100,0.5,0.5,1,1,2,10,0.2,0.2,1.5,0.9
"346","ftv64",2542,27.6553894571204,"swap_states_probability",10,0.1,100,0.5,0.5,1,1,2,10,0.2,0.2,1.5,0.9
"347","ftv33",1528,15.8376963350785,"swap_states_probability",10,0.1,100,0.5,0.5,1,1,2,10,0.2,0.2,1.5,0.9
"348","kro124p",46675,22.3781467595072,"swap_states_probability",10,0.1,100,0.5,0.5,1,1,2,10,0.2,0.2,1.5,0.9
"349","ftv38",1664,8.05288461538461,"swap_states_probability",10,0.1,100,0.5,0.5,1,1,2,10,0.2,0.2,1.5,0.9
"350","ftv55",1996,19.438877755511,"swap_states_probability",10,0.1,100,0.5,0.5,1,1,2,10,0.2,0.2,1.5,0.9
"351","ft53",8922,22.6070387805425,"swap_states_probability",10,0.1,100,0.5,0.5,1,1,2,10,0.2,0.2,1.5,0.9
"352","ftv35",1788,17.6174496644295,"swap_states_probability",10,0.1,100,0.5,0.5,1,1,2,10,0.2,0.2,1.5,0.9
"353","br17",39,0,"swap_states_probability",10,0.1,100,0.5,0.5,1,1,2,10,0.2,0.2,1.5,0.9
"354","rbg323",1721,22.9517722254503,"swap_states_probability",10,0.1,100,0.5,0.5,1,1,2,10,0.2,0.2,1.5,0.9
"355","rbg358",1812,35.8167770419426,"swap_states_probability",10,0.1,100,0.5,0.5,1,1,2,10,0.2,0.2,1.5,0.9
"356","rbg443",3922,30.6476287608363,"swap_states_probability",10,0.1,100,0.5,0.5,1,1,2,10,0.2,0.2,1.5,0.9
"357","rbg403",3504,29.6518264840183,"swap_states_probability",10,0.1,100,0.5,0.5,1,1,2,10,0.2,0.2,1.5,0.9
"358","ft70",42436,8.86747101517579,"swap_states_probability",10,0.1,100,0.5,0.5,1,1,2,10,0.2,0.2,1.5,0.9
"359","ftv170",3887,29.1227167481348,"swap_states_probability",10,0.1,100,0.5,0.5,1,1,2,10,0.2,0.2,1.5,0.9
"360","ftv47",2261,21.4506855373728,"swap_states_probability",10,0.1,100,0.5,0.5,1,1,2,10,0.2,0.2,1.5,0.9
"361","ftv70",2517,22.5268176400477,"swap_states_probability",10,0.1,100,0.5,0.5,1,1,2,10,0.2,0.2,1.5,0.9
"362","p43",5666,0.811860218849276,"swap_states_probability",10,0.1,100,0.5,0.5,1,1,2,10,0.2,0.3,1.5,0.9
"363","ry48p",16562,12.9211447892767,"swap_states_probability",10,0.1,100,0.5,0.5,1,1,2,10,0.2,0.3,1.5,0.9
"364","ftv44",1920,15.9895833333333,"swap_states_probability",10,0.1,100,0.5,0.5,1,1,2,10,0.2,0.3,1.5,0.9
"365","ftv64",2445,24.7852760736196,"swap_states_probability",10,0.1,100,0.5,0.5,1,1,2,10,0.2,0.3,1.5,0.9
"366","ftv33",1552,17.1391752577319,"swap_states_probability",10,0.1,100,0.5,0.5,1,1,2,10,0.2,0.3,1.5,0.9
"367","kro124p",46358,21.8473618361448,"swap_states_probability",10,0.1,100,0.5,0.5,1,1,2,10,0.2,0.3,1.5,0.9
"368","ftv38",1670,8.38323353293413,"swap_states_probability",10,0.1,100,0.5,0.5,1,1,2,10,0.2,0.3,1.5,0.9
"369","ftv55",1891,14.9656266525648,"swap_states_probability",10,0.1,100,0.5,0.5,1,1,2,10,0.2,0.3,1.5,0.9
"370","ft53",8663,20.293200969641,"swap_states_probability",10,0.1,100,0.5,0.5,1,1,2,10,0.2,0.3,1.5,0.9
"371","ftv35",1790,17.7094972067039,"swap_states_probability",10,0.1,100,0.5,0.5,1,1,2,10,0.2,0.3,1.5,0.9
"372","br17",39,0,"swap_states_probability",10,0.1,100,0.5,0.5,1,1,2,10,0.2,0.3,1.5,0.9
"373","rbg323",1728,23.2638888888889,"swap_states_probability",10,0.1,100,0.5,0.5,1,1,2,10,0.2,0.3,1.5,0.9
"374","rbg358",1804,35.5321507760532,"swap_states_probability",10,0.1,100,0.5,0.5,1,1,2,10,0.2,0.3,1.5,0.9
"375","rbg443",3839,29.148215681167,"swap_states_probability",10,0.1,100,0.5,0.5,1,1,2,10,0.2,0.3,1.5,0.9
"376","rbg403",3423,27.9871457785568,"swap_states_probability",10,0.1,100,0.5,0.5,1,1,2,10,0.2,0.3,1.5,0.9
"377","ft70",42502,9.00898781233825,"swap_states_probability",10,0.1,100,0.5,0.5,1,1,2,10,0.2,0.3,1.5,0.9
"378","ftv170",3841,28.2738870085915,"swap_states_probability",10,0.1,100,0.5,0.5,1,1,2,10,0.2,0.3,1.5,0.9
"379","ftv47",2345,24.2643923240938,"swap_states_probability",10,0.1,100,0.5,0.5,1,1,2,10,0.2,0.3,1.5,0.9
"380","ftv70",2440,20.0819672131148,"swap_states_probability",10,0.1,100,0.5,0.5,1,1,2,10,0.2,0.3,1.5,0.9
"381","p43",5669,0.8643499735403,"swap_states_probability",10,0.1,100,0.5,0.5,1,1,2,10,0.2,0.4,1.5,0.9
"382","ry48p",16404,12.0824189222141,"swap_states_probability",10,0.1,100,0.5,0.5,1,1,2,10,0.2,0.4,1.5,0.9
"383","ftv44",2003,19.4707938092861,"swap_states_probability",10,0.1,100,0.5,0.5,1,1,2,10,0.2,0.4,1.5,0.9
"384","ftv64",2500,26.44,"swap_states_probability",10,0.1,100,0.5,0.5,1,1,2,10,0.2,0.4,1.5,0.9
"385","ftv33",1626,20.910209102091,"swap_states_probability",10,0.1,100,0.5,0.5,1,1,2,10,0.2,0.4,1.5,0.9
"386","kro124p",46531,22.1379295523414,"swap_states_probability",10,0.1,100,0.5,0.5,1,1,2,10,0.2,0.4,1.5,0.9
"387","ftv38",1683,9.09090909090909,"swap_states_probability",10,0.1,100,0.5,0.5,1,1,2,10,0.2,0.4,1.5,0.9
"388","ftv55",1910,15.8115183246073,"swap_states_probability",10,0.1,100,0.5,0.5,1,1,2,10,0.2,0.4,1.5,0.9
"389","ft53",9002,23.2948233725839,"swap_states_probability",10,0.1,100,0.5,0.5,1,1,2,10,0.2,0.4,1.5,0.9
"390","ftv35",1730,14.8554913294798,"swap_states_probability",10,0.1,100,0.5,0.5,1,1,2,10,0.2,0.4,1.5,0.9
"391","br17",39,0,"swap_states_probability",10,0.1,100,0.5,0.5,1,1,2,10,0.2,0.4,1.5,0.9
"392","rbg323",1708,22.3653395784543,"swap_states_probability",10,0.1,100,0.5,0.5,1,1,2,10,0.2,0.4,1.5,0.9
"393","rbg358",1780,34.6629213483146,"swap_states_probability",10,0.1,100,0.5,0.5,1,1,2,10,0.2,0.4,1.5,0.9
"394","rbg443",3764,27.7364505844846,"swap_states_probability",10,0.1,100,0.5,0.5,1,1,2,10,0.2,0.4,1.5,0.9
"395","rbg403",3455,28.6541244573083,"swap_states_probability",10,0.1,100,0.5,0.5,1,1,2,10,0.2,0.4,1.5,0.9
"396","ft70",42415,8.82235058351998,"swap_states_probability",10,0.1,100,0.5,0.5,1,1,2,10,0.2,0.4,1.5,0.9
"397","ftv170",3811,27.709262660719,"swap_states_probability",10,0.1,100,0.5,0.5,1,1,2,10,0.2,0.4,1.5,0.9
"398","ftv47",2227,20.2514593623709,"swap_states_probability",10,0.1,100,0.5,0.5,1,1,2,10,0.2,0.4,1.5,0.9
"399","ftv70",2476,21.2439418416801,"swap_states_probability",10,0.1,100,0.5,0.5,1,1,2,10,0.2,0.4,1.5,0.9
"400","p43",5655,0.618921308576475,"swap_states_probability",10,0.1,100,0.5,0.5,1,1,2,10,0.2,0.5,1.5,0.9
"401","ry48p",16101,10.4279237314452,"swap_states_probability",10,0.1,100,0.5,0.5,1,1,2,10,0.2,0.5,1.5,0.9
"402","ftv44",1942,16.9412976313079,"swap_states_probability",10,0.1,100,0.5,0.5,1,1,2,10,0.2,0.5,1.5,0.9
"403","ftv64",2397,23.279098873592,"swap_states_probability",10,0.1,100,0.5,0.5,1,1,2,10,0.2,0.5,1.5,0.9
"404","ftv33",1580,18.6075949367089,"swap_states_probability",10,0.1,100,0.5,0.5,1,1,2,10,0.2,0.5,1.5,0.9
"405","kro124p",46416,21.9450189589797,"swap_states_probability",10,0.1,100,0.5,0.5,1,1,2,10,0.2,0.5,1.5,0.9
"406","ftv38",1670,8.38323353293413,"swap_states_probability",10,0.1,100,0.5,0.5,1,1,2,10,0.2,0.5,1.5,0.9
"407","ftv55",1981,18.8288743059061,"swap_states_probability",10,0.1,100,0.5,0.5,1,1,2,10,0.2,0.5,1.5,0.9
"408","ft53",8595,19.6625945317045,"swap_states_probability",10,0.1,100,0.5,0.5,1,1,2,10,0.2,0.5,1.5,0.9
"409","ftv35",1791,17.7554438860972,"swap_states_probability",10,0.1,100,0.5,0.5,1,1,2,10,0.2,0.5,1.5,0.9
"410","br17",39,0,"swap_states_probability",10,0.1,100,0.5,0.5,1,1,2,10,0.2,0.5,1.5,0.9
"411","rbg323",1721,22.9517722254503,"swap_states_probability",10,0.1,100,0.5,0.5,1,1,2,10,0.2,0.5,1.5,0.9
"412","rbg358",1812,35.8167770419426,"swap_states_probability",10,0.1,100,0.5,0.5,1,1,2,10,0.2,0.5,1.5,0.9
"413","rbg443",3749,27.4473192851427,"swap_states_probability",10,0.1,100,0.5,0.5,1,1,2,10,0.2,0.5,1.5,0.9
"414","rbg403",3490,29.3696275071633,"swap_states_probability",10,0.1,100,0.5,0.5,1,1,2,10,0.2,0.5,1.5,0.9
"415","ft70",42150,8.2491103202847,"swap_states_probability",10,0.1,100,0.5,0.5,1,1,2,10,0.2,0.5,1.5,0.9
"416","ftv170",3887,29.1227167481348,"swap_states_probability",10,0.1,100,0.5,0.5,1,1,2,10,0.2,0.5,1.5,0.9
"417","ftv47",2208,19.5652173913043,"swap_states_probability",10,0.1,100,0.5,0.5,1,1,2,10,0.2,0.5,1.5,0.9
"418","ftv70",2461,20.7639171068671,"swap_states_probability",10,0.1,100,0.5,0.5,1,1,2,10,0.2,0.5,1.5,0.9
"419","p43",5674,0.951709552344028,"cooling_rate",10,0.1,100,0.5,0.5,1,1,2,10,0.2,0.1,1.5,0.9
"420","ry48p",16408,12.1038517796197,"cooling_rate",10,0.1,100,0.5,0.5,1,1,2,10,0.2,0.1,1.5,0.9
"421","ftv44",1963,17.8298522669384,"cooling_rate",10,0.1,100,0.5,0.5,1,1,2,10,0.2,0.1,1.5,0.9
"422","ftv64",2453,25.0305748063596,"cooling_rate",10,0.1,100,0.5,0.5,1,1,2,10,0.2,0.1,1.5,0.9
"423","ftv33",1669,22.947872977831,"cooling_rate",10,0.1,100,0.5,0.5,1,1,2,10,0.2,0.1,1.5,0.9
"424","kro124p",46209,21.5953602112143,"cooling_rate",10,0.1,100,0.5,0.5,1,1,2,10,0.2,0.1,1.5,0.9
"425","ftv38",1670,8.38323353293413,"cooling_rate",10,0.1,100,0.5,0.5,1,1,2,10,0.2,0.1,1.5,0.9
"426","ftv55",1984,18.9516129032258,"cooling_rate",10,0.1,100,0.5,0.5,1,1,2,10,0.2,0.1,1.5,0.9
"427","ft53",8454,18.3226874852141,"cooling_rate",10,0.1,100,0.5,0.5,1,1,2,10,0.2,0.1,1.5,0.9
"428","ftv35",1782,17.3400673400673,"cooling_rate",10,0.1,100,0.5,0.5,1,1,2,10,0.2,0.1,1.5,0.9
"429","br17",39,0,"cooling_rate",10,0.1,100,0.5,0.5,1,1,2,10,0.2,0.1,1.5,0.9
"430","rbg323",1730,23.3526011560694,"cooling_rate",10,0.1,100,0.5,0.5,1,1,2,10,0.2,0.1,1.5,0.9
"431","rbg358",1767,34.1822297679683,"cooling_rate",10,0.1,100,0.5,0.5,1,1,2,10,0.2,0.1,1.5,0.9
"432","rbg443",3752,27.5053304904051,"cooling_rate",10,0.1,100,0.5,0.5,1,1,2,10,0.2,0.1,1.5,0.9
"433","rbg403",3520,29.9715909090909,"cooling_rate",10,0.1,100,0.5,0.5,1,1,2,10,0.2,0.1,1.5,0.9
"434","ft70",42569,9.15219995771571,"cooling_rate",10,0.1,100,0.5,0.5,1,1,2,10,0.2,0.1,1.5,0.9
"435","ftv170",3887,29.1227167481348,"cooling_rate",10,0.1,100,0.5,0.5,1,1,2,10,0.2,0.1,1.5,0.9
"436","ftv47",2300,22.7826086956522,"cooling_rate",10,0.1,100,0.5,0.5,1,1,2,10,0.2,0.1,1.5,0.9
"437","ftv70",2520,22.6190476190476,"cooling_rate",10,0.1,100,0.5,0.5,1,1,2,10,0.2,0.1,1.5,0.9
"438","p43",5666,0.811860218849276,"cooling_rate",10,0.1,100,0.5,0.5,1,1,2,10,0.2,0.1,1.5,0.92
"439","ry48p",16255,11.2765302983697,"cooling_rate",10,0.1,100,0.5,0.5,1,1,2,10,0.2,0.1,1.5,0.92
"440","ftv44",1989,18.9039718451483,"cooling_rate",10,0.1,100,0.5,0.5,1,1,2,10,0.2,0.1,1.5,0.92
"441","ftv64",2554,27.9953014878622,"cooling_rate",10,0.1,100,0.5,0.5,1,1,2,10,0.2,0.1,1.5,0.92
"442","ftv33",1536,16.2760416666667,"cooling_rate",10,0.1,100,0.5,0.5,1,1,2,10,0.2,0.1,1.5,0.92
"443","kro124p",46265,21.6902626175295,"cooling_rate",10,0.1,100,0.5,0.5,1,1,2,10,0.2,0.1,1.5,0.92
"444","ftv38",1662,7.94223826714801,"cooling_rate",10,0.1,100,0.5,0.5,1,1,2,10,0.2,0.1,1.5,0.92
"445","ftv55",1930,16.6839378238342,"cooling_rate",10,0.1,100,0.5,0.5,1,1,2,10,0.2,0.1,1.5,0.92
"446","ft53",8597,19.6812841688961,"cooling_rate",10,0.1,100,0.5,0.5,1,1,2,10,0.2,0.1,1.5,0.92
"447","ftv35",1731,14.9046793760832,"cooling_rate",10,0.1,100,0.5,0.5,1,1,2,10,0.2,0.1,1.5,0.92
"448","br17",39,0,"cooling_rate",10,0.1,100,0.5,0.5,1,1,2,10,0.2,0.1,1.5,0.92
"449","rbg323",1731,23.3968804159445,"cooling_rate",10,0.1,100,0.5,0.5,1,1,2,10,0.2,0.1,1.5,0.92
"450","rbg358",1800,35.3888888888889,"cooling_rate",10,0.1,100,0.5,0.5,1,1,2,10,0.2,0.1,1.5,0.92
"451","rbg443",3832,29.0187891440501,"cooling_rate",10,0.1,100,0.5,0.5,1,1,2,10,0.2,0.1,1.5,0.92
"452","rbg403",3528,30.1303854875283,"cooling_rate",10,0.1,100,0.5,0.5,1,1,2,10,0.2,0.1,1.5,0.92
"453","ft70",42405,8.80084895649098,"cooling_rate",10,0.1,100,0.5,0.5,1,1,2,10,0.2,0.1,1.5,0.92
"454","ftv170",3887,29.1227167481348,"cooling_rate",10,0.1,100,0.5,0.5,1,1,2,10,0.2,0.1,1.5,0.92
"455","ftv47",2278,22.0368744512731,"cooling_rate",10,0.1,100,0.5,0.5,1,1,2,10,0.2,0.1,1.5,0.92
"456","ftv70",2477,21.2757367783609,"cooling_rate",10,0.1,100,0.5,0.5,1,1,2,10,0.2,0.1,1.5,0.92
"457","p43",5651,0.548575473367535,"cooling_rate",10,0.1,100,0.5,0.5,1,1,2,10,0.2,0.1,1.5,0.94
"458","ry48p",16315,11.6028194912657,"cooling_rate",10,0.1,100,0.5,0.5,1,1,2,10,0.2,0.1,1.5,0.94
"459","ftv44",1974,18.2877406281662,"cooling_rate",10,0.1,100,0.5,0.5,1,1,2,10,0.2,0.1,1.5,0.94
"460","ftv64",2605,29.404990403071,"cooling_rate",10,0.1,100,0.5,0.5,1,1,2,10,0.2,0.1,1.5,0.94
"461","ftv33",1538,16.3849154746424,"cooling_rate",10,0.1,100,0.5,0.5,1,1,2,10,0.2,0.1,1.5,0.94
"462","kro124p",46225,21.6224986479178,"cooling_rate",10,0.1,100,0.5,0.5,1,1,2,10,0.2,0.1,1.5,0.94
"463","ftv38",1683,9.09090909090909,"cooling_rate",10,0.1,100,0.5,0.5,1,1,2,10,0.2,0.1,1.5,0.94
"464","ftv55",1961,18.0010198878123,"cooling_rate",10,0.1,100,0.5,0.5,1,1,2,10,0.2,0.1,1.5,0.94
"465","ft53",8778,21.3374344953292,"cooling_rate",10,0.1,100,0.5,0.5,1,1,2,10,0.2,0.1,1.5,0.94
"466","ftv35",1788,17.6174496644295,"cooling_rate",10,0.1,100,0.5,0.5,1,1,2,10,0.2,0.1,1.5,0.94
"467","br17",39,0,"cooling_rate",10,0.1,100,0.5,0.5,1,1,2,10,0.2,0.1,1.5,0.94
"468","rbg323",1731,23.3968804159445,"cooling_rate",10,0.1,100,0.5,0.5,1,1,2,10,0.2,0.1,1.5,0.94
"469","rbg358",1784,34.8094170403588,"cooling_rate",10,0.1,100,0.5,0.5,1,1,2,10,0.2,0.1,1.5,0.94
"470","rbg443",3869,29.697596278108,"cooling_rate",10,0.1,100,0.5,0.5,1,1,2,10,0.2,0.1,1.5,0.94
"471","rbg403",3488,29.329128440367,"cooling_rate",10,0.1,100,0.5,0.5,1,1,2,10,0.2,0.1,1.5,0.94
"472","ft70",42566,9.14579711506836,"cooling_rate",10,0.1,100,0.5,0.5,1,1,2,10,0.2,0.1,1.5,0.94
"473","ftv170",3884,29.0679711637487,"cooling_rate",10,0.1,100,0.5,0.5,1,1,2,10,0.2,0.1,1.5,0.94
"474","ftv47",2241,20.7496653279786,"cooling_rate",10,0.1,100,0.5,0.5,1,1,2,10,0.2,0.1,1.5,0.94
"475","ftv70",2404,18.8851913477537,"cooling_rate",10,0.1,100,0.5,0.5,1,1,2,10,0.2,0.1,1.5,0.94
"476","p43",5654,0.601344181110719,"cooling_rate",10,0.1,100,0.5,0.5,1,1,2,10,0.2,0.1,1.5,0.96
"477","ry48p",16012,9.93005246065451,"cooling_rate",10,0.1,100,0.5,0.5,1,1,2,10,0.2,0.1,1.5,0.96
"478","ftv44",1891,14.7012162876785,"cooling_rate",10,0.1,100,0.5,0.5,1,1,2,10,0.2,0.1,1.5,0.96
"479","ftv64",2550,27.8823529411765,"cooling_rate",10,0.1,100,0.5,0.5,1,1,2,10,0.2,0.1,1.5,0.96
"480","ftv33",1581,18.6590765338394,"cooling_rate",10,0.1,100,0.5,0.5,1,1,2,10,0.2,0.1,1.5,0.96
"481","kro124p",46089,21.391221332639,"cooling_rate",10,0.1,100,0.5,0.5,1,1,2,10,0.2,0.1,1.5,0.96
"482","ftv38",1683,9.09090909090909,"cooling_rate",10,0.1,100,0.5,0.5,1,1,2,10,0.2,0.1,1.5,0.96
"483","ftv55",1934,16.8562564632885,"cooling_rate",10,0.1,100,0.5,0.5,1,1,2,10,0.2,0.1,1.5,0.96
"484","ft53",9031,23.5411360868121,"cooling_rate",10,0.1,100,0.5,0.5,1,1,2,10,0.2,0.1,1.5,0.96
"485","ftv35",1788,17.6174496644295,"cooling_rate",10,0.1,100,0.5,0.5,1,1,2,10,0.2,0.1,1.5,0.96
"486","br17",39,0,"cooling_rate",10,0.1,100,0.5,0.5,1,1,2,10,0.2,0.1,1.5,0.96
"487","rbg323",1734,23.5294117647059,"cooling_rate",10,0.1,100,0.5,0.5,1,1,2,10,0.2,0.1,1.5,0.96
"488","rbg358",1812,35.8167770419426,"cooling_rate",10,0.1,100,0.5,0.5,1,1,2,10,0.2,0.1,1.5,0.96
"489","rbg443",3879,29.8788347512245,"cooling_rate",10,0.1,100,0.5,0.5,1,1,2,10,0.2,0.1,1.5,0.96
"490","rbg403",3514,29.8520204894707,"cooling_rate",10,0.1,100,0.5,0.5,1,1,2,10,0.2,0.1,1.5,0.96
"491","ft70",42437,8.86961849329595,"cooling_rate",10,0.1,100,0.5,0.5,1,1,2,10,0.2,0.1,1.5,0.96
"492","ftv170",3846,28.3671346853874,"cooling_rate",10,0.1,100,0.5,0.5,1,1,2,10,0.2,0.1,1.5,0.96
"493","ftv47",2181,18.5694635488308,"cooling_rate",10,0.1,100,0.5,0.5,1,1,2,10,0.2,0.1,1.5,0.96
"494","ftv70",2392,18.4782608695652,"cooling_rate",10,0.1,100,0.5,0.5,1,1,2,10,0.2,0.1,1.5,0.96
"495","p43",5702,1.4380918975798,"cooling_rate",10,0.1,100,0.5,0.5,1,1,2,10,0.2,0.1,1.5,0.98
"496","ry48p",16378,11.9428501648553,"cooling_rate",10,0.1,100,0.5,0.5,1,1,2,10,0.2,0.1,1.5,0.98
"497","ftv44",1967,17.9969496695475,"cooling_rate",10,0.1,100,0.5,0.5,1,1,2,10,0.2,0.1,1.5,0.98
"498","ftv64",2527,27.2259596359319,"cooling_rate",10,0.1,100,0.5,0.5,1,1,2,10,0.2,0.1,1.5,0.98
"499","ftv33",1460,11.9178082191781,"cooling_rate",10,0.1,100,0.5,0.5,1,1,2,10,0.2,0.1,1.5,0.98
"500","kro124p",45683,20.6925989974389,"cooling_rate",10,0.1,100,0.5,0.5,1,1,2,10,0.2,0.1,1.5,0.98
"501","ftv38",1624,5.78817733990148,"cooling_rate",10,0.1,100,0.5,0.5,1,1,2,10,0.2,0.1,1.5,0.98
"502","ftv55",1987,19.073980875692,"cooling_rate",10,0.1,100,0.5,0.5,1,1,2,10,0.2,0.1,1.5,0.98
"503","ft53",8573,19.4564329872857,"cooling_rate",10,0.1,100,0.5,0.5,1,1,2,10,0.2,0.1,1.5,0.98
"504","ftv35",1643,10.3469263542301,"cooling_rate",10,0.1,100,0.5,0.5,1,1,2,10,0.2,0.1,1.5,0.98
"505","br17",39,0,"cooling_rate",10,0.1,100,0.5,0.5,1,1,2,10,0.2,0.1,1.5,0.98
"506","rbg323",1734,23.5294117647059,"cooling_rate",10,0.1,100,0.5,0.5,1,1,2,10,0.2,0.1,1.5,0.98
"507","rbg358",1812,35.8167770419426,"cooling_rate",10,0.1,100,0.5,0.5,1,1,2,10,0.2,0.1,1.5,0.98
"508","rbg443",3887,30.0231541034217,"cooling_rate",10,0.1,100,0.5,0.5,1,1,2,10,0.2,0.1,1.5,0.98
"509","rbg403",3522,30.0113571834185,"cooling_rate",10,0.1,100,0.5,0.5,1,1,2,10,0.2,0.1,1.5,0.98
"510","ft70",42086,8.10958513519935,"cooling_rate",10,0.1,100,0.5,0.5,1,1,2,10,0.2,0.1,1.5,0.98
"511","ftv170",3887,29.1227167481348,"cooling_rate",10,0.1,100,0.5,0.5,1,1,2,10,0.2,0.1,1.5,0.98
"512","ftv47",2199,19.2360163710778,"cooling_rate",10,0.1,100,0.5,0.5,1,1,2,10,0.2,0.1,1.5,0.98
"513","ftv70",2524,22.7416798732171,"cooling_rate",10,0.1,100,0.5,0.5,1,1,2,10,0.2,0.1,1.5,0.98
